Search_ID,Customer_ID,Search_Keyword,Search_Category,Search_Date,Result_Clicked,Product_Clicked
SRCH_000652,CUST_00490,running shoes,Footwear,2026-06-13 05:18:35,1,Adidas Genuine Leather Oxford Shoes - Olive Green
SRCH_000653,CUST_01805,accessories,Accessories,2026-05-28 09:54:35,1,Portronics Multi-Port 7-in-1 USB-C Hub Adapter - Crimson Red
SRCH_000654,CUST_02523,office,Furniture,2026-05-19 19:48:35,1,Sleepyhead Modern Engineered Wood Computer Desk
SRCH_000655,CUST_00832,bedding,Home,2026-07-30 06:19:35,1,D'Decor Velvet Touch Blackout Window Curtains - Pearl White
SRCH_000656,CUST_02399,sports,Sports,2026-06-26 21:54:35,1,Decathlon Extra Thick Non-Slip Eco Yoga Mat - Pearl White
SRCH_000657,CUST_01324,home,Home,2026-06-20 10:03:35,1,Philips Handwoven Boho Area Rug
SRCH_000658,CUST_00809,office,Furniture,2026-07-19 13:09:35,1,Urban Ladder Minimalist Nesting Coffee Tables
SRCH_000659,CUST_01655,small appliances,Kitchen,2026-05-04 15:22:35,1,Pigeon Electric Rapid Air Fryer 4.5L - Silver
SRCH_000660,CUST_01256,small appliances,Kitchen,2026-08-03 03:50:35,1,Pigeon Airtight Glass Food Storage Jars
SRCH_000661,CUST_02251,running shoes,Footwear,2026-06-07 22:05:35,1,Puma Classic Low-Top Canvas Sneakers - Olive Green
SRCH_000662,CUST_00406,men's clothing,Fashion,2026-07-10 17:51:35,1,Levis Handcrafted Cotton Kurta
SRCH_000663,CUST_02089,laptops,Laptops,2026-06-24 15:02:35,1,Lenovo Ultra-Slim Metal Ultrabook
SRCH_000664,CUST_01195,books,Books,2026-04-30 12:54:35,1,O'Reilly Deep Work: Focused Success in a Distracted World - Crimson Red
SRCH_000665,CUST_02347,accessories,Gaming,2026-04-25 09:38:35,1,Logitech G Wireless Haptic Feedback Gaming Controller
SRCH_000666,CUST_02687,technology,Books,2026-06-15 21:24:35,1,Random House The Psychology of Money - Rose Gold
SRCH_000667,CUST_00748,storage & containers,Kitchen,2026-03-28 13:21:35,1,Philips Heavy-Duty 750W Mixer Grinder - Space Gray
SRCH_000668,CUST_02956,mobiles,Mobiles,2026-05-28 14:06:35,1,Realme Battery King Phone 6000mAh - Crimson Red
SRCH_000669,CUST_02670,fashion,Fashion,2026-04-09 21:19:35,1,FabIndia Floral Print Maxi Summer Dress - Midnight Black
SRCH_000670,CUST_02077,lighting,Home,2026-04-15 13:18:35,1,IKEA 100% Cotton 300TC Double Bed Sheet
SRCH_000671,CUST_02024,fashion,Fashion,2026-03-27 07:14:35,1,Puma Casual Stretch Chino Trousers
SRCH_000672,CUST_01261,snacks,Grocery,2026-04-26 19:40:35,1,Saffola Organic Green Tea Herbal Infusion 100 Bags
SRCH_000673,CUST_02596,controllers,Gaming,2026-05-03 08:45:35,1,Razer Next-Gen Home Gaming Console 1TB
SRCH_000674,CUST_00472,outdoor sports,Sports,2026-06-30 07:46:35,1,Nivia Carbon Fiber Badminton Racket - Olive Green
SRCH_000675,CUST_00937,fashion,Fashion,2026-06-15 18:21:35,1,Adidas Denim Trucker Jacket - Midnight Black
SRCH_000676,CUST_00785,mobiles,Mobiles,2026-04-24 03:43:35,1,Xiaomi Smooth Display Mid-Range 5G - Space Gray
SRCH_000677,CUST_00317,laptops,Laptops,2026-05-27 02:52:35,1,Lenovo Creator Studio Laptop 4K OLED
SRCH_000678,CUST_00005,lighting,Home,2026-03-24 05:51:35,1,IKEA Velvet Touch Blackout Window Curtains
SRCH_000679,CUST_00762,lighting,Home,2026-03-12 01:59:35,1,Spaces 100% Cotton 300TC Double Bed Sheet - Rose Gold
SRCH_000680,CUST_00611,audio,Electronics,2026-04-12 20:23:35,1,LG Smart Wi-Fi Security Camera - Midnight Black
SRCH_000681,CUST_01883,gaming,Gaming,2026-04-13 16:32:35,1,PlayStation Wireless Haptic Feedback Gaming Controller - Space Gray
SRCH_000682,CUST_02307,controllers,Gaming,2026-07-14 03:00:35,1,Logitech G Surround Sound Gaming Headset with Mic
SRCH_000683,CUST_00748,books,Books,2026-05-27 08:01:35,1,Bloomsbury The Psychology of Money - Navy Blue
SRCH_000684,CUST_02434,bedding,Home,2026-05-20 08:07:35,1,D'Decor Velvet Touch Blackout Window Curtains - Crimson Red
SRCH_000685,CUST_00638,accessories,Gaming,2026-04-16 15:22:35,1,Corsair Wireless Haptic Feedback Gaming Controller
SRCH_000686,CUST_02141,decor,Home,2026-06-25 08:01:35,1,D'Decor Velvet Touch Blackout Window Curtains - Pearl White
SRCH_000687,CUST_00206,audio,Electronics,2026-04-28 06:47:35,1,Sony Compact Bluetooth Speaker
SRCH_000688,CUST_02644,skincare,Beauty,2026-06-29 22:25:35,1,L'Oreal Matte Liquid Longwear Foundation - Olive Green
SRCH_000689,CUST_01940,business & finance,Books,2026-06-15 22:50:35,1,Penguin Atomic Habits: Build Good Habits
SRCH_000690,CUST_01955,budget,Mobiles,2026-06-29 15:08:35,1,Realme Sleek Curve Screen 5G Phone - Rose Gold
SRCH_000691,CUST_00603,smart devices,Electronics,2026-07-04 18:42:35,1,JBL Smart Fitness Watch
SRCH_000692,CUST_01249,storage & containers,Kitchen,2026-06-25 17:07:35,1,Wonderchef Electric Rapid Air Fryer 4.5L
SRCH_000693,CUST_01505,gaming,Gaming,2026-08-03 19:27:35,1,Xbox Surround Sound Gaming Headset with Mic - Olive Green
SRCH_000694,CUST_01170,living room,Furniture,2026-06-13 05:35:35,1,Urban Ladder Contemporary 3-Seater Fabric Sofa - Rose Gold
SRCH_000695,CUST_01353,small appliances,Kitchen,2026-06-06 11:53:35,1,Prestige Electric Rapid Air Fryer 4.5L
SRCH_000696,CUST_02409,footwear,Footwear,2026-07-16 00:52:35,1,Bata Classic Low-Top Canvas Sneakers - Classic Beige
SRCH_000697,CUST_01295,home,Home,2026-04-12 05:27:35,1,IKEA Handwoven Boho Area Rug - Rose Gold
SRCH_000698,CUST_00128,fitness equipment,Sports,2026-09-07 02:50:35,1,Cosco Extra Thick Non-Slip Eco Yoga Mat - Olive Green
SRCH_000699,CUST_02025,accessories,Accessories,2026-05-24 11:17:35,1,Anker Multi-Port 7-in-1 USB-C Hub Adapter
SRCH_000700,CUST_01217,mobile accessories,Accessories,2026-04-09 02:32:35,1,Portronics Multi-Port 7-in-1 USB-C Hub Adapter - Crimson Red
SRCH_000701,CUST_02834,kitchen,Kitchen,2026-05-31 18:17:35,1,Hawkins Airtight Glass Food Storage Jars
SRCH_000702,CUST_02024,footwear,Footwear,2026-04-20 23:43:35,1,Adidas Waterproof Outdoor Hiking Boots
SRCH_000703,CUST_00741,laptops,Laptops,2026-07-12 05:00:35,1,HP Ultra-Slim Metal Ultrabook - Charcoal
SRCH_000704,CUST_02674,small appliances,Kitchen,2026-04-08 07:54:35,1,Milton Electric Rapid Air Fryer 4.5L
SRCH_000705,CUST_01334,accessories,Accessories,2026-06-19 22:52:35,1,Portronics Water-Resistant Laptop Backpack 15.6-inch
SRCH_000706,CUST_00614,shaving & grooming,Personal Care,2026-05-08 07:59:35,1,Colgate Cordless Rechargeable Beard Trimmer - Space Gray
SRCH_000707,CUST_01098,audio,Electronics,2026-09-06 17:56:35,1,Samsung Noise Cancelling Wireless Earbuds
SRCH_000708,CUST_00460,accessories,Gaming,2026-06-10 17:26:35,1,Razer RGB Mechanical Gaming Keyboard
SRCH_000709,CUST_02475,beverages,Grocery,2026-05-22 00:11:35,1,Organic India Cold-Pressed Extra Virgin Olive Oil 1L
SRCH_000710,CUST_00209,decor,Home,2026-03-30 21:28:35,1,Spaces 100% Cotton 300TC Double Bed Sheet - Classic Beige
SRCH_000711,CUST_01487,laptops,Laptops,2026-06-17 11:38:35,1,HP Ultra-Slim Metal Ultrabook - Charcoal
SRCH_000712,CUST_02360,decor,Home,2026-08-21 01:45:35,1,Solimo 100% Cotton 300TC Double Bed Sheet - Silver
SRCH_000713,CUST_02225,bedding,Home,2026-04-11 04:06:35,1,D'Decor Velvet Touch Blackout Window Curtains - Pearl White
SRCH_000714,CUST_01457,audio,Electronics,2026-06-15 16:55:35,1,LG Smart Wi-Fi Security Camera - Midnight Black
SRCH_000715,CUST_02350,sports,Sports,2026-05-11 18:01:35,1,Decathlon Quick Dry Athletic Training Shorts - Crimson Red
SRCH_000716,CUST_01321,beverages,Grocery,2026-09-05 10:08:35,1,Nestle Artisan Dark Roasted Arabica Coffee Beans 250g - Pearl White
SRCH_000717,CUST_00429,sports,Sports,2026-05-09 02:42:35,1,Cosco Carbon Fiber Badminton Racket - Charcoal
SRCH_000718,CUST_02371,running shoes,Footwear,2026-04-06 06:28:35,1,Adidas Comfort Walking Slip-On Shoes - Rose Gold
SRCH_000719,CUST_01740,television,Electronics,2026-05-11 21:13:35,1,Samsung Noise Cancelling Wireless Earbuds - Pearl White
SRCH_000720,CUST_02523,office,Furniture,2026-03-21 17:10:35,1,Urban Ladder Modern Engineered Wood Computer Desk - Olive Green
SRCH_000721,CUST_02848,personal care,Personal Care,2026-03-29 03:49:35,1,Colgate Deep Cleansing Charcoal Body Wash 500ml - Charcoal
SRCH_000722,CUST_00881,kitchen,Kitchen,2026-04-24 17:00:35,1,Pigeon Airtight Glass Food Storage Jars - Crimson Red
SRCH_000723,CUST_01696,mobiles,Mobiles,2026-08-11 08:45:35,1,Google Pure Android Experience 5G - Silver
SRCH_000724,CUST_01711,television,Electronics,2026-07-20 16:21:35,1,JBL Noise Cancelling Wireless Earbuds - Space Gray
SRCH_000725,CUST_00427,furniture,Furniture,2026-05-20 18:12:35,1,Sleepyhead Modern Engineered Wood Computer Desk
SRCH_000726,CUST_00757,accessories,Gaming,2026-08-22 02:35:35,1,SteelSeries Next-Gen Home Gaming Console 1TB - Classic Beige
SRCH_000727,CUST_00942,accessories,Gaming,2026-08-09 20:12:35,1,Razer Surround Sound Gaming Headset with Mic
SRCH_000728,CUST_02288,home,Home,2026-08-19 06:07:35,1,Spaces 100% Cotton 300TC Double Bed Sheet - Classic Beige
SRCH_000729,CUST_02449,business & finance,Books,2026-07-29 04:25:35,1,HarperCollins Atomic Habits: Build Good Habits - Charcoal
SRCH_000730,CUST_00712,storage & containers,Kitchen,2026-04-03 20:55:35,1,Wonderchef Electric Rapid Air Fryer 4.5L
SRCH_000731,CUST_01024,grocery,Grocery,2026-05-22 22:24:35,1,Organic India Organic Green Tea Herbal Infusion 100 Bags - Pearl White
SRCH_000732,CUST_00407,accessories,Accessories,2026-05-19 19:36:35,1,Anker Multi-Port 7-in-1 USB-C Hub Adapter - Olive Green
SRCH_000733,CUST_00772,cookware,Kitchen,2026-08-22 10:21:35,1,Wonderchef Heavy-Duty 750W Mixer Grinder - Pearl White
SRCH_000734,CUST_01133,smart devices,Electronics,2026-07-10 04:25:35,1,JBL Noise Cancelling Wireless Earbuds - Space Gray
SRCH_000735,CUST_00154,beauty,Beauty,2026-07-01 09:26:35,1,Maybelline Matte Velvet Long-Stay Lipstick - Silver
SRCH_000736,CUST_02975,decor,Home,2026-07-15 01:47:35,1,Philips Handwoven Boho Area Rug
SRCH_000737,CUST_01895,care,Personal Care,2026-05-02 11:29:35,1,Colgate Cordless Rechargeable Beard Trimmer - Space Gray
SRCH_000738,CUST_00609,shaving & grooming,Personal Care,2026-03-15 19:48:35,1,Oral-B Cordless Rechargeable Beard Trimmer - Navy Blue
SRCH_000739,CUST_01805,winterwear,Fashion,2026-09-01 18:53:35,1,Zara Denim Trucker Jacket
SRCH_000740,CUST_02411,beverages,Grocery,2026-08-25 23:53:35,1,Organic India Cold-Pressed Extra Virgin Olive Oil 1L
SRCH_000741,CUST_02461,electronics,Electronics,2026-07-14 16:09:35,1,Sennheiser Compact Bluetooth Speaker
SRCH_000742,CUST_01811,mobiles,Mobiles,2026-03-17 05:54:35,1,Apple Pure Android Experience 5G
SRCH_000743,CUST_00827,lighting,Home,2026-08-05 09:17:35,1,Solimo 100% Cotton 300TC Double Bed Sheet
SRCH_000744,CUST_02387,running shoes,Footwear,2026-08-05 17:31:35,1,Puma Cushioned Running Shoes - Olive Green
SRCH_000745,CUST_01222,mid-range,Mobiles,2026-04-25 13:49:35,1,OnePlus NextGen Smartphone Pro Max
SRCH_000746,CUST_01962,footwear,Footwear,2026-04-16 15:51:35,1,Adidas Waterproof Outdoor Hiking Boots
SRCH_000747,CUST_02465,television,Electronics,2026-05-12 20:23:35,1,Bose 4K Ultra HD Smart TV 55-inch
SRCH_000748,CUST_02948,beverages,Grocery,2026-08-31 14:55:35,1,Tata Organic Green Tea Herbal Infusion 100 Bags - Navy Blue
SRCH_000749,CUST_01616,shaving & grooming,Personal Care,2026-05-08 02:05:35,1,Philips Cordless Rechargeable Beard Trimmer
SRCH_000750,CUST_01102,small appliances,Kitchen,2026-07-03 23:19:35,1,Milton Heavy-Duty 750W Mixer Grinder
SRCH_000751,CUST_00313,bath & body,Personal Care,2026-04-03 10:01:35,1,Dettol Deep Cleansing Charcoal Body Wash 500ml - Charcoal
SRCH_000752,CUST_01579,bedding,Home,2026-06-25 20:56:35,1,D'Decor Velvet Touch Blackout Window Curtains - Pearl White
SRCH_000753,CUST_02939,footwear,Footwear,2026-06-06 16:44:35,1,Adidas Cushioned Running Shoes - Silver
SRCH_000754,CUST_01995,fashion,Fashion,2026-07-22 20:45:35,1,Puma Casual Stretch Chino Trousers
SRCH_000755,CUST_00869,makeup,Beauty,2026-03-28 09:36:35,1,The Ordinary Luxury Eau De Parfum 100ml - Classic Beige
SRCH_000756,CUST_02061,care,Personal Care,2026-06-03 18:41:35,1,Colgate Deep Cleansing Charcoal Body Wash 500ml - Rose Gold
SRCH_000757,CUST_00977,mid-range,Mobiles,2026-08-08 07:46:35,1,Motorola Battery King Phone 6000mAh
SRCH_000758,CUST_00196,beverages,Grocery,2026-05-03 10:15:35,1,Nestle Organic Green Tea Herbal Infusion 100 Bags - Pearl White
SRCH_000759,CUST_02591,laptops,Laptops,2026-04-01 13:07:35,1,HP Creator Studio Laptop 4K OLED
SRCH_000760,CUST_01185,mobiles,Mobiles,2026-08-30 22:48:35,1,Motorola Battery King Phone 6000mAh
SRCH_000761,CUST_00050,personal care,Personal Care,2026-04-05 23:21:35,1,Colgate Deep Cleansing Charcoal Body Wash 500ml - Charcoal
SRCH_000762,CUST_01833,accessories,Gaming,2026-03-28 01:13:35,1,Logitech G RGB Mechanical Gaming Keyboard - Classic Beige
SRCH_000763,CUST_02716,sports,Sports,2026-07-05 04:53:35,1,Decathlon Extra Thick Non-Slip Eco Yoga Mat - Classic Beige
SRCH_000764,CUST_01047,personal,Personal Care,2026-03-17 02:14:35,1,Gillette Gentle Sulfate-Free Moisturizing Body Lotion
SRCH_000765,CUST_01629,mid-range,Mobiles,2026-04-03 19:18:35,1,Samsung Smartphone Ultra 5G - Space Gray
SRCH_000766,CUST_00790,mid-range,Mobiles,2026-09-06 15:58:35,1,Xiaomi Smartphone Ultra 5G
SRCH_000767,CUST_00100,fragrances,Beauty,2026-04-17 19:54:35,1,Maybelline Keratin Smoothing Hair Mask
SRCH_000768,CUST_00252,television,Electronics,2026-03-27 10:27:35,1,Sony 4K Ultra HD Smart TV 55-inch
SRCH_000769,CUST_02184,personal,Personal Care,2026-08-11 20:10:35,1,Oral-B Cordless Rechargeable Beard Trimmer
SRCH_000770,CUST_01312,grocery,Grocery,2026-05-04 21:57:35,1,Nestle Organic Raw Honey 500g
SRCH_000771,CUST_01184,home,Home,2026-07-15 11:56:35,1,Philips Smart LED Color Ambient Bulb
SRCH_000772,CUST_00829,men's clothing,Fashion,2026-06-25 15:29:35,1,Levis Handcrafted Cotton Kurta
SRCH_000773,CUST_02600,fashion,Fashion,2026-07-20 06:38:35,1,FabIndia Casual Stretch Chino Trousers
SRCH_000774,CUST_02057,television,Electronics,2026-06-21 18:35:35,1,JBL Wireless Bluetooth Headphones
SRCH_000775,CUST_02188,storage & containers,Kitchen,2026-03-26 03:45:35,1,Milton Airtight Glass Food Storage Jars - Charcoal
SRCH_000776,CUST_01590,books,Books,2026-07-12 13:03:35,1,O'Reilly Designing Data-Intensive Applications - Space Gray
SRCH_000777,CUST_00254,books,Books,2026-03-26 15:55:35,1,Penguin Atomic Habits: Build Good Habits - Crimson Red
SRCH_000778,CUST_02375,furniture,Furniture,2026-07-21 23:51:35,1,Urban Ladder Modern Engineered Wood Computer Desk - Olive Green
SRCH_000779,CUST_01189,running shoes,Footwear,2026-04-02 04:39:35,1,Nike Genuine Leather Oxford Shoes - Crimson Red
SRCH_000780,CUST_02391,shaving & grooming,Personal Care,2026-05-22 19:36:35,1,Colgate Deep Cleansing Charcoal Body Wash 500ml
SRCH_000781,CUST_01034,grocery,Grocery,2026-05-22 06:54:35,1,Nestle Artisan Dark Roasted Arabica Coffee Beans 250g
SRCH_000782,CUST_00488,home,Home,2026-05-19 16:57:35,1,Spaces 100% Cotton 300TC Double Bed Sheet - Space Gray
SRCH_000783,CUST_00911,office,Furniture,2026-07-25 22:51:35,1,Sleepyhead Orthopedic Memory Foam Mattress 6-inch
SRCH_000784,CUST_02420,men's clothing,Fashion,2026-05-15 08:55:35,1,Nike Classic Denim Slim Jeans - Pearl White
SRCH_000785,CUST_02204,winterwear,Fashion,2026-04-15 20:52:35,1,Nike Classic Denim Slim Jeans - Pearl White
SRCH_000786,CUST_01720,business & finance,Books,2026-08-27 18:05:35,1,Bloomsbury Python Machine Learning & AI Mastery - Charcoal
SRCH_000787,CUST_02238,storage & containers,Kitchen,2026-05-07 21:03:35,1,Philips Airtight Glass Food Storage Jars
SRCH_000788,CUST_02300,storage & containers,Kitchen,2026-09-06 19:22:35,1,Wonderchef Hard Anodized Non-Stick Cookware Set - Olive Green
SRCH_000789,CUST_01600,storage & containers,Kitchen,2026-04-10 20:48:35,1,Philips Airtight Glass Food Storage Jars
SRCH_000790,CUST_01076,men's clothing,Fashion,2026-07-13 20:26:35,1,Puma Casual Stretch Chino Trousers - Pearl White
SRCH_000791,CUST_02000,bedding,Home,2026-09-02 18:43:35,1,Solimo Velvet Touch Blackout Window Curtains - Classic Beige
SRCH_000792,CUST_01126,furniture,Furniture,2026-07-02 00:04:35,1,IKEA Minimalist Nesting Coffee Tables - Space Gray
SRCH_000793,CUST_01233,furniture,Furniture,2026-04-10 09:45:35,1,Wakefit Ergonomic Mesh High-Back Office Chair
SRCH_000794,CUST_02877,audio,Electronics,2026-04-07 18:05:35,1,Samsung Smart Wi-Fi Security Camera
SRCH_000795,CUST_00555,sneakers,Footwear,2026-04-13 18:54:35,1,Bata Classic Low-Top Canvas Sneakers
SRCH_000796,CUST_00223,cookware,Kitchen,2026-05-18 14:02:35,1,Hawkins Heavy-Duty 750W Mixer Grinder - Space Gray
SRCH_000797,CUST_01094,personal,Personal Care,2026-03-30 19:30:35,1,Colgate Deep Cleansing Charcoal Body Wash 500ml - Rose Gold
SRCH_000798,CUST_01953,snacks,Grocery,2026-07-06 11:13:35,1,Organic India Cold-Pressed Extra Virgin Olive Oil 1L
SRCH_000799,CUST_01327,lighting,Home,2026-06-07 17:42:35,1,Home Centre 100% Cotton 300TC Double Bed Sheet
SRCH_000800,CUST_00869,budget,Mobiles,2026-08-28 03:57:35,1,Xiaomi Pure Android Experience 5G - Charcoal
SRCH_000801,CUST_01491,bedding,Home,2026-04-16 09:00:35,1,Home Centre Collapsible Fabric Storage Organizers - Charcoal
SRCH_000802,CUST_01546,winterwear,Fashion,2026-05-13 08:29:35,1,Levis Solid Crew Neck Cotton T-Shirt - Midnight Black
SRCH_000803,CUST_01058,small appliances,Kitchen,2026-05-23 22:58:35,1,Pigeon Stainless Steel Chef Knife Set - Rose Gold
SRCH_000804,CUST_01258,beauty,Beauty,2026-03-19 16:38:35,1,Neutrogena Hydrating Hyaluronic Acid Serum - Pearl White
SRCH_000805,CUST_02545,small appliances,Kitchen,2026-05-17 04:05:35,1,Hawkins Stainless Steel Chef Knife Set - Silver
SRCH_000806,CUST_01072,business & finance,Books,2026-07-25 11:39:35,1,HarperCollins Atomic Habits: Build Good Habits - Charcoal
SRCH_000807,CUST_00851,snacks,Grocery,2026-06-26 22:10:35,1,Nestle Organic Green Tea Herbal Infusion 100 Bags - Pearl White
SRCH_000808,CUST_00303,technology,Books,2026-07-23 22:19:35,1,Random House Designing Data-Intensive Applications - Midnight Black
SRCH_000809,CUST_00695,winterwear,Fashion,2026-03-29 13:42:35,1,Puma Solid Crew Neck Cotton T-Shirt
SRCH_000810,CUST_00805,office,Furniture,2026-05-01 01:45:35,1,Urban Ladder Contemporary 3-Seater Fabric Sofa - Rose Gold
SRCH_000811,CUST_02509,furniture,Furniture,2026-04-25 05:15:35,1,Sleepyhead Minimalist Nesting Coffee Tables
SRCH_000812,CUST_02113,television,Electronics,2026-05-29 07:31:35,1,Sennheiser Smart Home Voice Hub - Olive Green
SRCH_000813,CUST_00413,ultrabooks,Laptops,2026-07-08 06:56:35,1,Lenovo Creator Studio Laptop 4K OLED
SRCH_000814,CUST_02878,winterwear,Fashion,2026-09-01 15:15:35,1,Levis Floral Print Maxi Summer Dress - Classic Beige
SRCH_000815,CUST_00753,business & finance,Books,2026-03-13 00:49:35,1,O'Reilly Deep Work: Focused Success in a Distracted World - Space Gray
SRCH_000816,CUST_02955,small appliances,Kitchen,2026-05-10 12:57:35,1,Hawkins Stainless Steel Chef Knife Set - Space Gray
SRCH_000817,CUST_00801,laptops,Laptops,2026-06-23 11:55:35,1,MSI Pro Gaming Laptop RTX 4070 - Charcoal
SRCH_000818,CUST_00807,mobiles,Mobiles,2026-07-28 11:07:35,1,Motorola Smartphone Ultra 5G
SRCH_000819,CUST_02980,men's clothing,Fashion,2026-04-27 03:17:35,1,Zara Denim Trucker Jacket
SRCH_000820,CUST_01954,books,Books,2026-07-22 18:43:35,1,O'Reilly The Psychology of Money
SRCH_000821,CUST_01244,bags & backpacks,Accessories,2026-03-17 02:58:35,1,Portronics Multi-Port 7-in-1 USB-C Hub Adapter - Midnight Black
SRCH_000822,CUST_02341,beverages,Grocery,2026-08-03 02:54:35,1,Tata Organic Green Tea Herbal Infusion 100 Bags
SRCH_000823,CUST_00586,mid-range,Mobiles,2026-05-26 03:20:35,1,Google Smooth Display Mid-Range 5G - Midnight Black
SRCH_000824,CUST_00851,accessories,Gaming,2026-06-11 13:27:35,1,Xbox Surround Sound Gaming Headset with Mic - Olive Green
SRCH_000825,CUST_02186,accessories,Gaming,2026-08-30 21:25:35,1,Razer Next-Gen Home Gaming Console 1TB - Navy Blue
SRCH_000826,CUST_00253,budget,Mobiles,2026-03-24 21:10:35,1,Apple Pure Android Experience 5G
SRCH_000827,CUST_01800,running shoes,Footwear,2026-07-19 19:04:35,1,Puma Genuine Leather Oxford Shoes
SRCH_000828,CUST_01185,mid-range,Mobiles,2026-08-17 14:06:35,1,Motorola Sleek Curve Screen 5G Phone - Charcoal
SRCH_000829,CUST_01361,mid-range,Mobiles,2026-04-15 06:33:35,1,Motorola NextGen Smartphone Pro Max
SRCH_000830,CUST_00148,sports,Sports,2026-05-03 16:00:35,1,Boldfit Adjustable Hex Dumbbells Pair - Classic Beige
SRCH_000831,CUST_00526,laptops,Laptops,2026-07-11 10:32:35,1,Acer Student Essential Laptop - Olive Green
SRCH_000832,CUST_00757,accessories,Gaming,2026-06-21 15:55:35,1,Logitech G RGB Mechanical Gaming Keyboard - Navy Blue
SRCH_000833,CUST_01963,winterwear,Fashion,2026-05-19 21:12:35,1,H&M Cozy Fleece Pullover Hoodie - Pearl White
SRCH_000834,CUST_01919,running shoes,Footwear,2026-06-30 12:05:35,1,Puma Classic Low-Top Canvas Sneakers - Olive Green
SRCH_000835,CUST_01579,home,Home,2026-05-30 20:36:35,1,IKEA 100% Cotton 300TC Double Bed Sheet
SRCH_000836,CUST_02560,sneakers,Footwear,2026-04-15 12:23:35,1,Bata Waterproof Outdoor Hiking Boots - Pearl White
SRCH_000837,CUST_01209,audio,Electronics,2026-08-18 22:34:35,1,Samsung Digital Mirrorless Camera - Space Gray
SRCH_000838,CUST_01272,personal,Personal Care,2026-05-04 00:44:35,1,Dove Cordless Rechargeable Beard Trimmer - Pearl White
SRCH_000839,CUST_00384,audio,Electronics,2026-05-08 03:41:35,1,Samsung 4K Ultra HD Smart TV 55-inch - Rose Gold
SRCH_000840,CUST_00816,office,Furniture,2026-05-16 06:27:35,1,Sleepyhead Modern Engineered Wood Computer Desk - Charcoal
SRCH_000841,CUST_02023,wearables,Electronics,2026-04-07 13:53:35,1,Noise Smart Fitness Watch
SRCH_000842,CUST_00850,laptops,Laptops,2026-08-16 18:28:35,1,Apple Ultra-Slim Metal Ultrabook - Rose Gold
SRCH_000843,CUST_01659,winterwear,Fashion,2026-03-15 21:34:35,1,Adidas Floral Print Maxi Summer Dress - Silver
SRCH_000844,CUST_01633,gaming,Gaming,2026-03-26 13:43:35,1,PlayStation Wireless Haptic Feedback Gaming Controller - Space Gray
SRCH_000845,CUST_01642,technology,Books,2026-04-13 11:08:35,1,O'Reilly Python Machine Learning & AI Mastery
SRCH_000846,CUST_00152,makeup,Beauty,2026-06-15 03:35:35,1,The Ordinary Vitamin C Brightening Facial Cleanser - Rose Gold
SRCH_000847,CUST_01401,accessories,Gaming,2026-07-18 08:28:35,1,SteelSeries Surround Sound Gaming Headset with Mic - Classic Beige
SRCH_000848,CUST_00019,shaving & grooming,Personal Care,2026-08-16 17:52:35,1,Gillette Sonic Electric Toothbrush with Timer - Space Gray
SRCH_000849,CUST_01545,bedding,Home,2026-09-02 00:41:35,1,Solimo Handwoven Boho Area Rug - Midnight Black
SRCH_000850,CUST_02851,fashion,Fashion,2026-05-22 17:46:35,1,H&M Tailored Formal Oxford Shirt
SRCH_000851,CUST_02902,winterwear,Fashion,2026-06-10 17:44:35,1,Zara Floral Print Maxi Summer Dress - Crimson Red
SRCH_000852,CUST_01364,storage & containers,Kitchen,2026-08-30 07:35:35,1,Pigeon Stainless Steel Chef Knife Set - Midnight Black
SRCH_000853,CUST_02865,budget,Mobiles,2026-07-08 04:19:35,1,Realme NextGen Smartphone Pro Max - Navy Blue
SRCH_000854,CUST_00353,mid-range,Mobiles,2026-09-01 16:29:35,1,Samsung Sleek Curve Screen 5G Phone - Crimson Red
SRCH_000855,CUST_01068,kitchen,Kitchen,2026-07-12 08:23:35,1,Hawkins Hard Anodized Non-Stick Cookware Set - Pearl White
SRCH_000856,CUST_02336,gaming,Gaming,2026-06-03 02:12:35,1,PlayStation Wireless Haptic Feedback Gaming Controller - Space Gray
SRCH_000857,CUST_02574,running shoes,Footwear,2026-03-16 16:52:35,1,Reebok Cushioned Running Shoes - Classic Beige
SRCH_000858,CUST_00674,beverages,Grocery,2026-06-30 10:21:35,1,Saffola Organic Green Tea Herbal Infusion 100 Bags
SRCH_000859,CUST_02194,winterwear,Fashion,2026-03-13 04:04:35,1,Puma Cozy Fleece Pullover Hoodie - Rose Gold
SRCH_000860,CUST_00714,mobiles,Mobiles,2026-06-21 03:33:35,1,OnePlus NextGen Smartphone Pro Max
SRCH_000861,CUST_01868,bath & body,Personal Care,2026-05-17 15:24:35,1,Gillette Gentle Sulfate-Free Moisturizing Body Lotion
SRCH_000862,CUST_00272,kitchen,Kitchen,2026-04-16 07:10:35,1,Pigeon Stainless Steel Chef Knife Set - Rose Gold
SRCH_000863,CUST_01003,laptops,Laptops,2026-07-25 15:31:35,1,HP Creator Studio Laptop 4K OLED
SRCH_000864,CUST_01515,accessories,Accessories,2026-08-28 16:15:35,1,Portronics Multi-Port 7-in-1 USB-C Hub Adapter - Crimson Red
SRCH_000865,CUST_00480,mobile accessories,Accessories,2026-05-27 11:55:35,1,Portronics Water-Resistant Laptop Backpack 15.6-inch
