Interaction_ID,Customer_ID,Product_ID,Interaction_Type,Timestamp,Session_ID,Search_Keyword,Category,Device,Time_Spent,Product_Viewed,Added_To_Wishlist,Added_To_Cart,Purchased,Rating_Given
INT_0009782,CUST_00150,PROD_00235,View,2026-05-03 02:40:42,SESS_827297,,Beauty,Mobile App,124,1,0,0,0,0
INT_0009783,CUST_00150,PROD_00219,View,2026-05-03 02:41:28,SESS_827297,,Beauty,Mobile App,208,1,0,0,0,0
INT_0009784,CUST_00150,PROD_00219,Cart,2026-05-03 02:41:28,SESS_827297,,Beauty,Mobile App,85,1,0,1,0,0
INT_0009785,CUST_02538,PROD_00086,Search,2026-06-13 14:27:35,SESS_707707,ultrabooks,Laptops,Mobile App,52,0,0,0,0,0
INT_0009786,CUST_02538,PROD_00123,View,2026-06-13 14:29:36,SESS_707707,,Laptops,Mobile App,116,1,0,0,0,0
INT_0009787,CUST_02538,PROD_00123,Wishlist,2026-06-13 14:29:36,SESS_707707,,Laptops,Mobile App,11,1,1,0,0,0
INT_0009788,CUST_02538,PROD_00124,View,2026-06-13 14:31:45,SESS_707707,,Laptops,Mobile App,234,1,0,0,0,0
INT_0009789,CUST_02538,PROD_00088,View,2026-06-13 14:32:49,SESS_707707,,Laptops,Mobile App,206,1,0,0,0,0
INT_0009790,CUST_00225,PROD_00591,Search,2026-06-06 10:04:35,SESS_201712,shaving & grooming,Personal Care,Mobile Web,30,0,0,0,0,0
INT_0009791,CUST_00225,PROD_00589,View,2026-06-06 10:06:15,SESS_201712,,Personal Care,Mobile Web,125,1,0,0,0,0
INT_0009792,CUST_00225,PROD_00599,View,2026-06-06 10:08:32,SESS_201712,,Personal Care,Mobile Web,161,1,0,0,0,0
INT_0009793,CUST_01826,PROD_00586,Search,2026-06-24 15:29:35,SESS_545548,grocery,Grocery,Mobile App,57,0,0,0,0,0
INT_0009794,CUST_01826,PROD_00547,View,2026-06-24 15:32:05,SESS_545548,,Grocery,Mobile App,187,1,0,0,0,0
INT_0009795,CUST_01826,PROD_00547,Wishlist,2026-06-24 15:32:05,SESS_545548,,Grocery,Mobile App,23,1,1,0,0,0
INT_0009796,CUST_01778,PROD_00359,Search,2026-07-24 08:51:35,SESS_279416,office,Furniture,Tablet,22,0,0,0,0,0
INT_0009797,CUST_01778,PROD_00377,View,2026-07-24 08:52:56,SESS_279416,,Furniture,Tablet,86,1,0,0,0,0
INT_0009798,CUST_01778,PROD_00377,Wishlist,2026-07-24 08:52:56,SESS_279416,,Furniture,Tablet,14,1,1,0,0,0
INT_0009799,CUST_01778,PROD_00365,View,2026-07-24 08:53:49,SESS_279416,,Furniture,Tablet,132,1,0,0,0,0
INT_0009800,CUST_01778,PROD_00365,Cart,2026-07-24 08:53:49,SESS_279416,,Furniture,Tablet,26,1,0,1,0,0
INT_0009801,CUST_01778,PROD_00365,Purchase,2026-07-24 08:53:49,SESS_279416,,Furniture,Tablet,220,1,0,1,1,0
INT_0009802,CUST_01778,PROD_00339,View,2026-07-24 08:56:25,SESS_279416,,Furniture,Tablet,180,1,0,0,0,0
INT_0009803,CUST_01778,PROD_00339,Wishlist,2026-07-24 08:56:25,SESS_279416,,Furniture,Tablet,22,1,1,0,0,0
INT_0009804,CUST_01778,PROD_00339,Cart,2026-07-24 08:56:25,SESS_279416,,Furniture,Tablet,48,1,1,1,0,0
INT_0009805,CUST_02654,PROD_00019,Search,2026-04-09 08:57:35,SESS_978250,television,Electronics,Desktop,46,0,0,0,0,0
INT_0009806,CUST_02654,PROD_00004,View,2026-04-09 08:59:47,SESS_978250,,Electronics,Desktop,162,1,0,0,0,0
INT_0009807,CUST_02654,PROD_00004,Cart,2026-04-09 08:59:47,SESS_978250,,Electronics,Desktop,43,1,0,1,0,0
INT_0009808,CUST_02654,PROD_00004,Purchase,2026-04-09 08:59:47,SESS_978250,,Electronics,Desktop,112,1,0,1,1,0
INT_0009809,CUST_02654,PROD_00004,Rating,2026-04-16 08:59:47,SESS_978250,,Electronics,Desktop,35,1,0,1,1,2
INT_0009810,CUST_02654,PROD_00028,View,2026-04-09 09:00:33,SESS_978250,,Electronics,Desktop,226,1,0,0,0,0
INT_0009811,CUST_02654,PROD_00014,View,2026-04-09 09:02:11,SESS_978250,,Electronics,Desktop,222,1,0,0,0,0
INT_0009812,CUST_02654,PROD_00014,Wishlist,2026-04-09 09:02:11,SESS_978250,,Electronics,Desktop,17,1,1,0,0,0
INT_0009813,CUST_00202,PROD_00569,Search,2026-06-24 11:19:35,SESS_982905,grocery,Grocery,Tablet,33,0,0,0,0,0
INT_0009814,CUST_00202,PROD_00572,View,2026-06-24 11:22:30,SESS_982905,,Grocery,Tablet,128,1,0,0,0,0
INT_0009815,CUST_00202,PROD_00572,Cart,2026-06-24 11:22:30,SESS_982905,,Grocery,Tablet,38,1,0,1,0,0
INT_0009816,CUST_00202,PROD_00572,Purchase,2026-06-24 11:22:30,SESS_982905,,Grocery,Tablet,176,1,0,1,1,0
INT_0009817,CUST_00202,PROD_00572,Rating,2026-06-30 11:22:30,SESS_982905,,Grocery,Tablet,45,1,0,1,1,3
INT_0009818,CUST_00152,PROD_00089,Search,2026-03-29 13:30:35,SESS_709518,student laptops,Laptops,Mobile App,20,0,0,0,0,0
INT_0009819,CUST_00152,PROD_00115,View,2026-03-29 13:31:54,SESS_709518,,Laptops,Mobile App,129,1,0,0,0,0
INT_0009820,CUST_00152,PROD_00115,Cart,2026-03-29 13:31:54,SESS_709518,,Laptops,Mobile App,81,1,0,1,0,0
INT_0009821,CUST_00152,PROD_00092,View,2026-03-29 13:33:04,SESS_709518,,Laptops,Mobile App,221,1,0,0,0,0
INT_0009822,CUST_00152,PROD_00092,Wishlist,2026-03-29 13:33:04,SESS_709518,,Laptops,Mobile App,15,1,1,0,0,0
INT_0009823,CUST_00152,PROD_00092,Cart,2026-03-29 13:33:04,SESS_709518,,Laptops,Mobile App,40,1,1,1,0,0
INT_0009824,CUST_00152,PROD_00108,View,2026-03-29 13:34:34,SESS_709518,,Laptops,Mobile App,127,1,0,0,0,0
INT_0009825,CUST_00152,PROD_00108,Wishlist,2026-03-29 13:34:34,SESS_709518,,Laptops,Mobile App,23,1,1,0,0,0
INT_0009826,CUST_00152,PROD_00107,View,2026-03-29 13:37:04,SESS_709518,,Laptops,Mobile App,68,1,0,0,0,0
INT_0009827,CUST_01491,PROD_00455,Search,2026-08-15 17:44:35,SESS_343906,technology,Books,Mobile App,42,0,0,0,0,0
INT_0009828,CUST_01491,PROD_00433,View,2026-08-15 17:45:30,SESS_343906,,Books,Mobile App,56,1,0,0,0,0
INT_0009829,CUST_01491,PROD_00442,View,2026-08-15 17:48:00,SESS_343906,,Books,Mobile App,111,1,0,0,0,0
INT_0009830,CUST_01491,PROD_00459,View,2026-08-15 17:49:50,SESS_343906,,Books,Mobile App,83,1,0,0,0,0
INT_0009831,CUST_01491,PROD_00439,View,2026-08-15 17:50:29,SESS_343906,,Books,Mobile App,175,1,0,0,0,0
INT_0009832,CUST_00560,PROD_00044,Search,2026-07-16 01:12:35,SESS_533669,mid-range,Mobiles,Desktop,27,0,0,0,0,0
INT_0009833,CUST_00560,PROD_00052,View,2026-07-16 01:13:21,SESS_533669,,Mobiles,Desktop,218,1,0,0,0,0
INT_0009834,CUST_00560,PROD_00052,Cart,2026-07-16 01:13:21,SESS_533669,,Mobiles,Desktop,53,1,0,1,0,0
INT_0009835,CUST_00560,PROD_00052,Purchase,2026-07-16 01:13:21,SESS_533669,,Mobiles,Desktop,198,1,0,1,1,0
INT_0009836,CUST_00560,PROD_00004,Purchase,2026-07-16 01:13:21,SESS_533669,,Electronics,Desktop,76,1,0,1,1,0
INT_0009837,CUST_00566,PROD_00605,Search,2026-06-30 15:02:35,SESS_849252,shaving & grooming,Personal Care,Tablet,26,0,0,0,0,0
INT_0009838,CUST_00566,PROD_00612,View,2026-06-30 15:03:40,SESS_849252,,Personal Care,Tablet,54,1,0,0,0,0
INT_0009839,CUST_00566,PROD_00625,View,2026-06-30 15:04:56,SESS_849252,,Personal Care,Tablet,181,1,0,0,0,0
INT_0009840,CUST_00566,PROD_00625,Wishlist,2026-06-30 15:04:56,SESS_849252,,Personal Care,Tablet,14,1,1,0,0,0
INT_0009841,CUST_00566,PROD_00625,Cart,2026-06-30 15:04:56,SESS_849252,,Personal Care,Tablet,33,1,1,1,0,0
INT_0009842,CUST_00566,PROD_00625,Purchase,2026-06-30 15:04:56,SESS_849252,,Personal Care,Tablet,101,1,1,1,1,0
INT_0009843,CUST_02743,PROD_00315,Search,2026-07-21 14:04:35,SESS_632936,small appliances,Kitchen,Tablet,27,0,0,0,0,0
INT_0009844,CUST_02743,PROD_00305,View,2026-07-21 14:07:31,SESS_632936,,Kitchen,Tablet,209,1,0,0,0,0
INT_0009845,CUST_02743,PROD_00305,Wishlist,2026-07-21 14:07:31,SESS_632936,,Kitchen,Tablet,25,1,1,0,0,0
INT_0009846,CUST_00235,PROD_00542,Search,2026-09-03 19:03:35,SESS_830282,accessories,Accessories,Desktop,50,0,0,0,0,0
INT_0009847,CUST_00235,PROD_00532,View,2026-09-03 19:05:59,SESS_830282,,Accessories,Desktop,30,1,0,0,0,0
INT_0009848,CUST_00235,PROD_00532,Wishlist,2026-09-03 19:05:59,SESS_830282,,Accessories,Desktop,9,1,1,0,0,0
INT_0009849,CUST_00235,PROD_00532,Cart,2026-09-03 19:05:59,SESS_830282,,Accessories,Desktop,67,1,1,1,0,0
INT_0009850,CUST_00235,PROD_00539,View,2026-09-03 19:08:45,SESS_830282,,Accessories,Desktop,240,1,0,0,0,0
INT_0009851,CUST_01910,PROD_00142,Search,2026-08-28 16:25:35,SESS_371569,winterwear,Fashion,Desktop,56,0,0,0,0,0
INT_0009852,CUST_01910,PROD_00137,View,2026-08-28 16:26:37,SESS_371569,,Fashion,Desktop,61,1,0,0,0,0
INT_0009853,CUST_02389,PROD_00020,Search,2026-07-30 03:27:35,SESS_332421,smart devices,Electronics,Mobile Web,58,0,0,0,0,0
INT_0009854,CUST_02389,PROD_00003,View,2026-07-30 03:30:32,SESS_332421,,Electronics,Mobile Web,73,1,0,0,0,0
INT_0009855,CUST_02389,PROD_00015,View,2026-07-30 03:32:13,SESS_332421,,Electronics,Mobile Web,179,1,0,0,0,0
INT_0009856,CUST_02389,PROD_00015,Cart,2026-07-30 03:32:13,SESS_332421,,Electronics,Mobile Web,44,1,0,1,0,0
INT_0009857,CUST_02389,PROD_00015,Purchase,2026-07-30 03:32:13,SESS_332421,,Electronics,Mobile Web,111,1,0,1,1,0
INT_0009858,CUST_02389,PROD_00033,View,2026-07-30 03:34:44,SESS_332421,,Electronics,Mobile Web,185,1,0,0,0,0
INT_0009859,CUST_02389,PROD_00033,Cart,2026-07-30 03:34:44,SESS_332421,,Electronics,Mobile Web,72,1,0,1,0,0
INT_0009860,CUST_00259,PROD_00050,Search,2026-04-20 09:49:35,SESS_401863,budget,Mobiles,Tablet,33,0,0,0,0,0
INT_0009861,CUST_00259,PROD_00061,View,2026-04-20 09:51:44,SESS_401863,,Mobiles,Tablet,30,1,0,0,0,0
INT_0009862,CUST_00259,PROD_00061,Cart,2026-04-20 09:51:44,SESS_401863,,Mobiles,Tablet,66,1,0,1,0,0
INT_0009863,CUST_00259,PROD_00068,View,2026-04-20 09:53:43,SESS_401863,,Mobiles,Tablet,158,1,0,0,0,0
INT_0009864,CUST_00259,PROD_00051,View,2026-04-20 09:56:43,SESS_401863,,Mobiles,Tablet,45,1,0,0,0,0
INT_0009865,CUST_02169,PROD_00144,Search,2026-07-01 02:26:35,SESS_330405,winterwear,Fashion,Mobile App,54,0,0,0,0,0
INT_0009866,CUST_02169,PROD_00162,View,2026-07-01 02:27:31,SESS_330405,,Fashion,Mobile App,51,1,0,0,0,0
INT_0009867,CUST_02169,PROD_00148,View,2026-07-01 02:28:18,SESS_330405,,Fashion,Mobile App,77,1,0,0,0,0
INT_0009868,CUST_02169,PROD_00140,View,2026-07-01 02:29:41,SESS_330405,,Fashion,Mobile App,57,1,0,0,0,0
INT_0009869,CUST_00764,PROD_00630,Search,2026-05-21 15:05:35,SESS_996634,shaving & grooming,Personal Care,Mobile App,43,0,0,0,0,0
INT_0009870,CUST_00764,PROD_00597,View,2026-05-21 15:08:01,SESS_996634,,Personal Care,Mobile App,72,1,0,0,0,0
INT_0009871,CUST_00764,PROD_00597,Cart,2026-05-21 15:08:01,SESS_996634,,Personal Care,Mobile App,23,1,0,1,0,0
INT_0009872,CUST_00764,PROD_00597,Purchase,2026-05-21 15:08:01,SESS_996634,,Personal Care,Mobile App,115,1,0,1,1,0
INT_0009873,CUST_00764,PROD_00611,View,2026-05-21 15:09:07,SESS_996634,,Personal Care,Mobile App,131,1,0,0,0,0
INT_0009874,CUST_00764,PROD_00594,View,2026-05-21 15:11:45,SESS_996634,,Personal Care,Mobile App,44,1,0,0,0,0
INT_0009875,CUST_00764,PROD_00594,Wishlist,2026-05-21 15:11:45,SESS_996634,,Personal Care,Mobile App,6,1,1,0,0,0
INT_0009876,CUST_00764,PROD_00625,View,2026-05-21 15:13:27,SESS_996634,,Personal Care,Mobile App,225,1,0,0,0,0
INT_0009877,CUST_02239,PROD_00591,Search,2026-09-05 06:23:35,SESS_179193,personal care,Personal Care,Tablet,32,0,0,0,0,0
INT_0009878,CUST_02239,PROD_00624,View,2026-09-05 06:24:19,SESS_179193,,Personal Care,Tablet,158,1,0,0,0,0
INT_0009879,CUST_02239,PROD_00592,View,2026-09-05 06:26:13,SESS_179193,,Personal Care,Tablet,152,1,0,0,0,0
INT_0009880,CUST_02239,PROD_00592,Cart,2026-09-05 06:26:13,SESS_179193,,Personal Care,Tablet,46,1,0,1,0,0
INT_0009881,CUST_01549,PROD_00144,Search,2026-07-08 10:19:35,SESS_253095,winterwear,Fashion,Mobile Web,42,0,0,0,0,0
INT_0009882,CUST_01549,PROD_00144,View,2026-07-08 10:21:55,SESS_253095,,Fashion,Mobile Web,112,1,0,0,0,0
INT_0009883,CUST_01549,PROD_00163,View,2026-07-08 10:23:01,SESS_253095,,Fashion,Mobile Web,23,1,0,0,0,0
INT_0009884,CUST_01549,PROD_00146,View,2026-07-08 10:25:45,SESS_253095,,Fashion,Mobile Web,112,1,0,0,0,0
INT_0009885,CUST_01549,PROD_00146,Wishlist,2026-07-08 10:25:45,SESS_253095,,Fashion,Mobile Web,11,1,1,0,0,0
INT_0009886,CUST_01549,PROD_00146,Cart,2026-07-08 10:25:45,SESS_253095,,Fashion,Mobile Web,79,1,1,1,0,0
INT_0009887,CUST_01675,PROD_00451,Search,2026-03-26 21:24:35,SESS_793311,technology,Books,Mobile Web,25,0,0,0,0,0
INT_0009888,CUST_01675,PROD_00459,View,2026-03-26 21:25:58,SESS_793311,,Books,Mobile Web,53,1,0,0,0,0
INT_0009889,CUST_01675,PROD_00459,Wishlist,2026-03-26 21:25:58,SESS_793311,,Books,Mobile Web,24,1,1,0,0,0
INT_0009890,CUST_01675,PROD_00429,View,2026-03-26 21:28:14,SESS_793311,,Books,Mobile Web,57,1,0,0,0,0
INT_0009891,CUST_01675,PROD_00444,View,2026-03-26 21:29:18,SESS_793311,,Books,Mobile Web,107,1,0,0,0,0
INT_0009892,CUST_01675,PROD_00432,View,2026-03-26 21:30:05,SESS_793311,,Books,Mobile Web,54,1,0,0,0,0
INT_0009893,CUST_01675,PROD_00432,Cart,2026-03-26 21:30:05,SESS_793311,,Books,Mobile Web,90,1,0,1,0,0
INT_0009894,CUST_01675,PROD_00432,Purchase,2026-03-26 21:30:05,SESS_793311,,Books,Mobile Web,299,1,0,1,1,0
INT_0009895,CUST_02097,PROD_00369,Search,2026-08-01 02:12:35,SESS_236663,office,Furniture,Mobile Web,35,0,0,0,0,0
INT_0009896,CUST_02097,PROD_00341,View,2026-08-01 02:15:16,SESS_236663,,Furniture,Mobile Web,105,1,0,0,0,0
INT_0009897,CUST_02097,PROD_00368,View,2026-08-01 02:17:49,SESS_236663,,Furniture,Mobile Web,72,1,0,0,0,0
INT_0009898,CUST_00954,PROD_00055,Search,2026-03-14 04:45:35,SESS_602656,mobiles,Mobiles,Tablet,45,0,0,0,0,0
INT_0009899,CUST_00954,PROD_00071,View,2026-03-14 04:47:48,SESS_602656,,Mobiles,Tablet,141,1,0,0,0,0
INT_0009900,CUST_00954,PROD_00079,View,2026-03-14 04:48:28,SESS_602656,,Mobiles,Tablet,71,1,0,0,0,0
INT_0009901,CUST_02906,PROD_00055,Search,2026-05-27 05:56:35,SESS_817584,mobiles,Mobiles,Desktop,36,0,0,0,0,0
INT_0009902,CUST_02906,PROD_00076,View,2026-05-27 05:58:14,SESS_817584,,Mobiles,Desktop,176,1,0,0,0,0
INT_0009903,CUST_02906,PROD_00052,View,2026-05-27 06:01:02,SESS_817584,,Mobiles,Desktop,76,1,0,0,0,0
INT_0009904,CUST_02906,PROD_00054,View,2026-05-27 06:03:08,SESS_817584,,Mobiles,Desktop,56,1,0,0,0,0
INT_0009905,CUST_02906,PROD_00055,View,2026-05-27 06:05:19,SESS_817584,,Mobiles,Desktop,99,1,0,0,0,0
INT_0009906,CUST_02906,PROD_00055,Cart,2026-05-27 06:05:19,SESS_817584,,Mobiles,Desktop,80,1,0,1,0,0
INT_0009907,CUST_01803,PROD_00623,Search,2026-04-14 23:13:35,SESS_455213,bath & body,Personal Care,Desktop,29,0,0,0,0,0
INT_0009908,CUST_01803,PROD_00621,View,2026-04-14 23:16:19,SESS_455213,,Personal Care,Desktop,154,1,0,0,0,0
INT_0009909,CUST_01803,PROD_00589,View,2026-04-14 23:19:19,SESS_455213,,Personal Care,Desktop,214,1,0,0,0,0
INT_0009910,CUST_01803,PROD_00589,Wishlist,2026-04-14 23:19:19,SESS_455213,,Personal Care,Desktop,5,1,1,0,0,0
INT_0009911,CUST_01803,PROD_00623,View,2026-04-14 23:21:28,SESS_455213,,Personal Care,Desktop,92,1,0,0,0,0
INT_0009912,CUST_01803,PROD_00626,View,2026-04-14 23:22:14,SESS_455213,,Personal Care,Desktop,141,1,0,0,0,0
INT_0009913,CUST_01454,PROD_00041,Search,2026-06-14 10:41:35,SESS_954309,electronics,Electronics,Mobile Web,26,0,0,0,0,0
INT_0009914,CUST_01454,PROD_00021,View,2026-06-14 10:42:12,SESS_954309,,Electronics,Mobile Web,214,1,0,0,0,0
INT_0009915,CUST_01454,PROD_00021,Cart,2026-06-14 10:42:12,SESS_954309,,Electronics,Mobile Web,79,1,0,1,0,0
INT_0009916,CUST_01454,PROD_00009,View,2026-06-14 10:44:43,SESS_954309,,Electronics,Mobile Web,124,1,0,0,0,0
INT_0009917,CUST_01454,PROD_00009,Wishlist,2026-06-14 10:44:43,SESS_954309,,Electronics,Mobile Web,10,1,1,0,0,0
INT_0009918,CUST_01454,PROD_00002,View,2026-06-14 10:47:25,SESS_954309,,Electronics,Mobile Web,141,1,0,0,0,0
INT_0009919,CUST_01454,PROD_00002,Wishlist,2026-06-14 10:47:25,SESS_954309,,Electronics,Mobile Web,11,1,1,0,0,0
INT_0009920,CUST_01024,PROD_00560,Search,2026-08-08 20:34:35,SESS_929923,cooking essentials,Grocery,Mobile Web,55,0,0,0,0,0
INT_0009921,CUST_01024,PROD_00560,View,2026-08-08 20:35:37,SESS_929923,,Grocery,Mobile Web,150,1,0,0,0,0
INT_0009922,CUST_01024,PROD_00549,View,2026-08-08 20:37:56,SESS_929923,,Grocery,Mobile Web,139,1,0,0,0,0
INT_0009923,CUST_01024,PROD_00549,Cart,2026-08-08 20:37:56,SESS_929923,,Grocery,Mobile Web,69,1,0,1,0,0
INT_0009924,CUST_01024,PROD_00549,Purchase,2026-08-08 20:37:56,SESS_929923,,Grocery,Mobile Web,121,1,0,1,1,0
INT_0009925,CUST_01024,PROD_00549,Rating,2026-08-15 20:37:56,SESS_929923,,Grocery,Mobile Web,71,1,0,1,1,4
INT_0009926,CUST_01024,PROD_00559,View,2026-08-08 20:38:55,SESS_929923,,Grocery,Mobile Web,132,1,0,0,0,0
INT_0009927,CUST_01024,PROD_00559,Cart,2026-08-08 20:38:55,SESS_929923,,Grocery,Mobile Web,75,1,0,1,0,0
INT_0009928,CUST_01024,PROD_00586,View,2026-08-08 20:39:35,SESS_929923,,Grocery,Mobile Web,196,1,0,0,0,0
INT_0009929,CUST_01904,PROD_00361,Search,2026-04-30 00:54:35,SESS_660343,office,Furniture,Mobile App,58,0,0,0,0,0
INT_0009930,CUST_01904,PROD_00341,View,2026-04-30 00:57:34,SESS_660343,,Furniture,Mobile App,51,1,0,0,0,0
INT_0009931,CUST_01904,PROD_00341,Cart,2026-04-30 00:57:34,SESS_660343,,Furniture,Mobile App,72,1,0,1,0,0
INT_0009932,CUST_01904,PROD_00341,Purchase,2026-04-30 00:57:34,SESS_660343,,Furniture,Mobile App,259,1,0,1,1,0
INT_0009933,CUST_01904,PROD_00341,Rating,2026-05-06 00:57:34,SESS_660343,,Furniture,Mobile App,76,1,0,1,1,3
INT_0009934,CUST_01904,PROD_00351,View,2026-04-30 00:59:43,SESS_660343,,Furniture,Mobile App,209,1,0,0,0,0
INT_0009935,CUST_01904,PROD_00351,Wishlist,2026-04-30 00:59:43,SESS_660343,,Furniture,Mobile App,17,1,1,0,0,0
INT_0009936,CUST_01904,PROD_00351,Cart,2026-04-30 00:59:43,SESS_660343,,Furniture,Mobile App,29,1,1,1,0,0
INT_0009937,CUST_01904,PROD_00351,Purchase,2026-04-30 00:59:43,SESS_660343,,Furniture,Mobile App,176,1,1,1,1,0
INT_0009938,CUST_01904,PROD_00342,View,2026-04-30 01:00:38,SESS_660343,,Furniture,Mobile App,63,1,0,0,0,0
INT_0009939,CUST_01053,PROD_00250,Search,2026-05-22 07:26:35,SESS_594071,skincare,Beauty,Mobile App,50,0,0,0,0,0
INT_0009940,CUST_01053,PROD_00225,View,2026-05-22 07:27:21,SESS_594071,,Beauty,Mobile App,124,1,0,0,0,0
INT_0009941,CUST_01053,PROD_00249,View,2026-05-22 07:29:06,SESS_594071,,Beauty,Mobile App,179,1,0,0,0,0
INT_0009942,CUST_01053,PROD_00249,Wishlist,2026-05-22 07:29:06,SESS_594071,,Beauty,Mobile App,25,1,1,0,0,0
INT_0009943,CUST_01053,PROD_00249,Cart,2026-05-22 07:29:06,SESS_594071,,Beauty,Mobile App,66,1,1,1,0,0
INT_0009944,CUST_01053,PROD_00249,Purchase,2026-05-22 07:29:06,SESS_594071,,Beauty,Mobile App,120,1,1,1,1,0
INT_0009945,CUST_02179,PROD_00087,Search,2026-05-28 01:31:35,SESS_215208,laptops,Laptops,Mobile Web,30,0,0,0,0,0
INT_0009946,CUST_02179,PROD_00093,View,2026-05-28 01:32:20,SESS_215208,,Laptops,Mobile Web,209,1,0,0,0,0
INT_0009947,CUST_02179,PROD_00104,View,2026-05-28 01:33:20,SESS_215208,,Laptops,Mobile Web,205,1,0,0,0,0
INT_0009948,CUST_02179,PROD_00126,View,2026-05-28 01:34:12,SESS_215208,,Laptops,Mobile Web,70,1,0,0,0,0
INT_0009949,CUST_02179,PROD_00126,Wishlist,2026-05-28 01:34:12,SESS_215208,,Laptops,Mobile Web,14,1,1,0,0,0
INT_0009950,CUST_02179,PROD_00126,Cart,2026-05-28 01:34:12,SESS_215208,,Laptops,Mobile Web,38,1,1,1,0,0
INT_0009951,CUST_02179,PROD_00116,View,2026-05-28 01:34:50,SESS_215208,,Laptops,Mobile Web,182,1,0,0,0,0
INT_0009952,CUST_02179,PROD_00116,Wishlist,2026-05-28 01:34:50,SESS_215208,,Laptops,Mobile Web,16,1,1,0,0,0
INT_0009953,CUST_00693,PROD_00013,Search,2026-05-07 20:28:35,SESS_484395,wearables,Electronics,Mobile App,52,0,0,0,0,0
INT_0009954,CUST_00693,PROD_00010,View,2026-05-07 20:30:06,SESS_484395,,Electronics,Mobile App,224,1,0,0,0,0
INT_0009955,CUST_00693,PROD_00027,View,2026-05-07 20:31:28,SESS_484395,,Electronics,Mobile App,33,1,0,0,0,0
INT_0009956,CUST_00959,PROD_00123,Search,2026-03-27 04:34:35,SESS_169497,ultrabooks,Laptops,Tablet,32,0,0,0,0,0
INT_0009957,CUST_00959,PROD_00091,View,2026-03-27 04:37:10,SESS_169497,,Laptops,Tablet,176,1,0,0,0,0
INT_0009958,CUST_00959,PROD_00094,View,2026-03-27 04:38:11,SESS_169497,,Laptops,Tablet,236,1,0,0,0,0
INT_0009959,CUST_00959,PROD_00094,Cart,2026-03-27 04:38:11,SESS_169497,,Laptops,Tablet,35,1,0,1,0,0
INT_0009960,CUST_00959,PROD_00125,View,2026-03-27 04:38:48,SESS_169497,,Laptops,Tablet,231,1,0,0,0,0
INT_0009961,CUST_00959,PROD_00125,Wishlist,2026-03-27 04:38:48,SESS_169497,,Laptops,Tablet,22,1,1,0,0,0
INT_0009962,CUST_00959,PROD_00107,View,2026-03-27 04:40:05,SESS_169497,,Laptops,Tablet,193,1,0,0,0,0
INT_0009963,CUST_00986,PROD_00485,Search,2026-06-25 17:48:35,SESS_191624,gaming,Gaming,Mobile App,28,0,0,0,0,0
INT_0009964,CUST_00986,PROD_00495,View,2026-06-25 17:49:08,SESS_191624,,Gaming,Mobile App,226,1,0,0,0,0
INT_0009965,CUST_00986,PROD_00495,Cart,2026-06-25 17:49:08,SESS_191624,,Gaming,Mobile App,72,1,0,1,0,0
INT_0009966,CUST_00986,PROD_00495,Purchase,2026-06-25 17:49:08,SESS_191624,,Gaming,Mobile App,199,1,0,1,1,0
INT_0009967,CUST_00692,PROD_00017,Search,2026-08-05 11:04:35,SESS_357306,audio,Electronics,Mobile Web,23,0,0,0,0,0
INT_0009968,CUST_00692,PROD_00014,View,2026-08-05 11:07:07,SESS_357306,,Electronics,Mobile Web,194,1,0,0,0,0
INT_0009969,CUST_00692,PROD_00014,Cart,2026-08-05 11:07:07,SESS_357306,,Electronics,Mobile Web,69,1,0,1,0,0
INT_0009970,CUST_00692,PROD_00014,Purchase,2026-08-05 11:07:07,SESS_357306,,Electronics,Mobile Web,246,1,0,1,1,0
INT_0009971,CUST_00692,PROD_00014,Rating,2026-08-10 11:07:07,SESS_357306,,Electronics,Mobile Web,53,1,0,1,1,5
INT_0009972,CUST_00692,PROD_00006,View,2026-08-05 11:09:27,SESS_357306,,Electronics,Mobile Web,106,1,0,0,0,0
INT_0009973,CUST_00692,PROD_00006,Cart,2026-08-05 11:09:27,SESS_357306,,Electronics,Mobile Web,74,1,0,1,0,0
INT_0009974,CUST_00692,PROD_00006,Purchase,2026-08-05 11:09:27,SESS_357306,,Electronics,Mobile Web,125,1,0,1,1,0
INT_0009975,CUST_01674,PROD_00222,Search,2026-08-23 19:23:35,SESS_428263,makeup,Beauty,Mobile Web,20,0,0,0,0,0
INT_0009976,CUST_01674,PROD_00235,View,2026-08-23 19:24:35,SESS_428263,,Beauty,Mobile Web,51,1,0,0,0,0
INT_0009977,CUST_00192,PROD_00086,Search,2026-06-17 07:01:35,SESS_396871,laptops,Laptops,Tablet,58,0,0,0,0,0
INT_0009978,CUST_00192,PROD_00089,View,2026-06-17 07:03:09,SESS_396871,,Laptops,Tablet,111,1,0,0,0,0
INT_0009979,CUST_00192,PROD_00089,Wishlist,2026-06-17 07:03:09,SESS_396871,,Laptops,Tablet,8,1,1,0,0,0
INT_0009980,CUST_00192,PROD_00093,View,2026-06-17 07:04:57,SESS_396871,,Laptops,Tablet,228,1,0,0,0,0
INT_0009981,CUST_00192,PROD_00093,Cart,2026-06-17 07:04:57,SESS_396871,,Laptops,Tablet,79,1,0,1,0,0
INT_0009982,CUST_00192,PROD_00093,Purchase,2026-06-17 07:04:57,SESS_396871,,Laptops,Tablet,115,1,0,1,1,0
