Rating_ID,Customer_ID,Product_ID,Rating,Review_Text,Rating_Date
RAT_000282,CUST_02735,PROD_00179,4,"Works as described, pleased with quality.",2026-04-22 22:37:54
RAT_000283,CUST_01879,PROD_00297,5,Absolutely loved this! Highly recommended.,2026-08-15 21:41:47
RAT_000284,CUST_02795,PROD_00082,4,"Works as described, pleased with quality.",2026-08-14 08:14:49
RAT_000285,CUST_00716,PROD_00177,3,Okay for the price point.,2026-04-08 21:31:31
RAT_000286,CUST_00829,PROD_00054,4,Value for money. Delivery was fast.,2026-07-23 11:00:44
RAT_000287,CUST_02815,PROD_00623,3,Decent purchase. Average experience.,2026-08-10 02:49:02
RAT_000288,CUST_01864,PROD_00441,3,Meets basic expectations.,2026-08-22 23:15:22
RAT_000289,CUST_00587,PROD_00424,5,Top notch performance and build.,2026-04-12 01:35:31
RAT_000290,CUST_01384,PROD_00181,4,"Good product, very satisfied with the purchase.",2026-06-05 07:43:41
RAT_000291,CUST_02820,PROD_00323,4,"Good product, very satisfied with the purchase.",2026-05-11 13:10:51
RAT_000292,CUST_02762,PROD_00299,2,Slightly disappointed with specs.,2026-04-14 05:58:39
RAT_000293,CUST_02116,PROD_00547,4,Value for money. Delivery was fast.,2026-06-28 11:02:41
RAT_000294,CUST_02116,PROD_00556,5,Absolutely loved this! Highly recommended.,2026-07-02 11:04:57
RAT_000295,CUST_02475,PROD_00447,3,Decent purchase. Average experience.,2026-09-10 01:54:56
RAT_000296,CUST_01608,PROD_00158,4,"Works as described, pleased with quality.",2026-07-11 16:19:12
RAT_000297,CUST_02010,PROD_00159,4,"Works as described, pleased with quality.",2026-04-07 06:08:01
RAT_000298,CUST_00544,PROD_00099,3,Okay for the price point.,2026-06-05 10:38:37
RAT_000299,CUST_01229,PROD_00220,4,"Works as described, pleased with quality.",2026-08-27 21:25:02
RAT_000300,CUST_02739,PROD_00062,3,Meets basic expectations.,2026-07-28 13:06:47
RAT_000301,CUST_02739,PROD_00056,5,"Exceptional quality, surpassed expectations!",2026-07-28 13:08:36
RAT_000302,CUST_02737,PROD_00376,5,Absolutely loved this! Highly recommended.,2026-06-25 16:41:56
RAT_000303,CUST_02538,PROD_00093,4,"Good product, very satisfied with the purchase.",2026-09-06 04:35:46
RAT_000304,CUST_02945,PROD_00137,4,"Good product, very satisfied with the purchase.",2026-08-17 14:03:25
RAT_000305,CUST_01336,PROD_00272,4,Value for money. Delivery was fast.,2026-07-05 07:59:23
RAT_000306,CUST_01372,PROD_00272,4,"Good product, very satisfied with the purchase.",2026-06-25 20:57:01
RAT_000307,CUST_02557,PROD_00472,3,Okay for the price point.,2026-04-19 03:50:57
RAT_000308,CUST_00290,PROD_00123,4,"Good product, very satisfied with the purchase.",2026-06-19 23:27:58
RAT_000309,CUST_02459,PROD_00264,4,"Good product, very satisfied with the purchase.",2026-05-04 16:05:02
RAT_000310,CUST_00854,PROD_00504,4,"Good product, very satisfied with the purchase.",2026-04-16 07:20:06
RAT_000311,CUST_00158,PROD_00025,3,Meets basic expectations.,2026-03-20 17:41:00
RAT_000312,CUST_01914,PROD_00183,4,"Good product, very satisfied with the purchase.",2026-05-24 05:24:48
RAT_000313,CUST_00136,PROD_00090,4,"Good product, very satisfied with the purchase.",2026-06-12 22:38:40
RAT_000314,CUST_00285,PROD_00326,3,Okay for the price point.,2026-08-19 20:25:59
RAT_000315,CUST_02761,PROD_00076,4,"Works as described, pleased with quality.",2026-05-26 08:59:35
RAT_000316,CUST_02761,PROD_00066,3,Okay for the price point.,2026-05-27 09:01:36
RAT_000317,CUST_02311,PROD_00183,3,Meets basic expectations.,2026-07-06 11:29:27
RAT_000318,CUST_00196,PROD_00584,4,"Good product, very satisfied with the purchase.",2026-05-24 16:13:50
RAT_000319,CUST_02288,PROD_00444,3,Meets basic expectations.,2026-09-01 04:03:30
RAT_000320,CUST_01362,PROD_00493,3,Decent purchase. Average experience.,2026-09-08 21:12:06
RAT_000321,CUST_00510,PROD_00109,4,"Works as described, pleased with quality.",2026-04-17 06:59:02
RAT_000322,CUST_02116,PROD_00579,3,Okay for the price point.,2026-03-21 04:50:15
RAT_000323,CUST_00127,PROD_00254,4,"Good product, very satisfied with the purchase.",2026-07-10 12:35:10
RAT_000324,CUST_00226,PROD_00461,2,Could have been better. Material feels average.,2026-04-20 23:26:20
RAT_000325,CUST_01456,PROD_00498,5,"Exceptional quality, surpassed expectations!",2026-07-26 04:05:35
RAT_000326,CUST_01910,PROD_00154,3,Okay for the price point.,2026-08-16 18:53:27
RAT_000327,CUST_02008,PROD_00376,4,"Good product, very satisfied with the purchase.",2026-07-03 01:08:00
RAT_000328,CUST_00754,PROD_00574,5,Absolutely loved this! Highly recommended.,2026-04-20 13:07:29
RAT_000329,CUST_02869,PROD_00237,4,"Works as described, pleased with quality.",2026-08-07 05:22:56
RAT_000330,CUST_00280,PROD_00439,3,Okay for the price point.,2026-05-25 16:59:50
RAT_000331,CUST_00709,PROD_00513,4,Value for money. Delivery was fast.,2026-07-16 09:35:54
RAT_000332,CUST_00397,PROD_00005,5,Absolutely loved this! Highly recommended.,2026-04-17 06:25:54
RAT_000333,CUST_00060,PROD_00522,4,"Works as described, pleased with quality.",2026-08-22 08:40:53
RAT_000334,CUST_01286,PROD_00165,3,Okay for the price point.,2026-07-08 05:21:50
RAT_000335,CUST_01719,PROD_00150,3,Okay for the price point.,2026-03-29 14:25:24
RAT_000336,CUST_02238,PROD_00321,3,Meets basic expectations.,2026-07-26 01:23:09
RAT_000337,CUST_00781,PROD_00098,2,Slightly disappointed with specs.,2026-05-25 20:51:20
RAT_000338,CUST_01352,PROD_00027,4,Value for money. Delivery was fast.,2026-03-24 13:30:11
RAT_000339,CUST_00045,PROD_00520,5,Absolutely loved this! Highly recommended.,2026-04-27 01:09:35
RAT_000340,CUST_02096,PROD_00215,3,Okay for the price point.,2026-08-10 11:21:24
RAT_000341,CUST_00437,PROD_00114,3,Decent purchase. Average experience.,2026-07-13 09:22:32
RAT_000342,CUST_01594,PROD_00008,2,Slightly disappointed with specs.,2026-03-24 09:27:20
RAT_000343,CUST_02131,PROD_00108,5,Absolutely loved this! Highly recommended.,2026-05-12 01:01:19
RAT_000344,CUST_00575,PROD_00449,4,"Good product, very satisfied with the purchase.",2026-03-17 11:07:43
RAT_000345,CUST_02101,PROD_00184,5,Absolutely loved this! Highly recommended.,2026-08-04 14:54:14
RAT_000346,CUST_02014,PROD_00463,2,Could have been better. Material feels average.,2026-03-19 07:08:58
RAT_000347,CUST_01491,PROD_00277,3,Meets basic expectations.,2026-06-03 07:51:03
RAT_000348,CUST_02461,PROD_00039,5,Absolutely loved this! Highly recommended.,2026-06-25 15:43:19
RAT_000349,CUST_01289,PROD_00263,4,"Works as described, pleased with quality.",2026-03-23 22:43:54
RAT_000350,CUST_00829,PROD_00083,4,"Good product, very satisfied with the purchase.",2026-04-13 22:07:00
RAT_000351,CUST_02294,PROD_00335,4,Value for money. Delivery was fast.,2026-04-20 21:07:50
RAT_000352,CUST_02294,PROD_00298,3,Okay for the price point.,2026-04-21 21:09:42
RAT_000353,CUST_00034,PROD_00423,4,"Works as described, pleased with quality.",2026-05-27 10:44:32
RAT_000354,CUST_01969,PROD_00487,4,"Good product, very satisfied with the purchase.",2026-05-02 05:00:03
RAT_000355,CUST_02086,PROD_00101,3,Meets basic expectations.,2026-04-27 08:41:46
RAT_000356,CUST_00771,PROD_00356,3,Okay for the price point.,2026-03-25 08:15:31
RAT_000357,CUST_00222,PROD_00071,5,"Exceptional quality, surpassed expectations!",2026-05-19 20:57:53
RAT_000358,CUST_02819,PROD_00305,3,Okay for the price point.,2026-05-18 13:32:45
RAT_000359,CUST_02495,PROD_00489,4,"Works as described, pleased with quality.",2026-06-18 17:18:20
RAT_000360,CUST_01074,PROD_00182,4,"Works as described, pleased with quality.",2026-04-08 23:32:37
RAT_000361,CUST_01459,PROD_00190,4,"Good product, very satisfied with the purchase.",2026-03-31 05:45:57
RAT_000362,CUST_01681,PROD_00267,4,"Works as described, pleased with quality.",2026-05-21 13:55:29
RAT_000363,CUST_01679,PROD_00235,5,Top notch performance and build.,2026-08-15 02:03:13
RAT_000364,CUST_01717,PROD_00004,4,Value for money. Delivery was fast.,2026-04-25 11:52:41
RAT_000365,CUST_01012,PROD_00580,3,Decent purchase. Average experience.,2026-04-15 18:31:07
RAT_000366,CUST_00774,PROD_00452,3,Okay for the price point.,2026-05-01 22:25:57
RAT_000367,CUST_02400,PROD_00522,4,"Good product, very satisfied with the purchase.",2026-06-25 12:17:59
RAT_000368,CUST_01942,PROD_00163,4,"Works as described, pleased with quality.",2026-03-21 02:09:26
RAT_000369,CUST_01942,PROD_00133,4,Value for money. Delivery was fast.,2026-03-19 02:10:42
RAT_000370,CUST_02877,PROD_00005,5,"Exceptional quality, surpassed expectations!",2026-08-15 04:10:34
RAT_000371,CUST_01171,PROD_00257,5,"Exceptional quality, surpassed expectations!",2026-09-07 14:46:01
RAT_000372,CUST_02008,PROD_00573,3,Meets basic expectations.,2026-04-23 17:21:57
RAT_000373,CUST_01360,PROD_00454,3,Okay for the price point.,2026-09-10 14:11:26
RAT_000374,CUST_00604,PROD_00416,3,Okay for the price point.,2026-05-30 05:46:08
RAT_000375,CUST_01728,PROD_00018,4,Value for money. Delivery was fast.,2026-06-04 06:46:03
RAT_000376,CUST_01797,PROD_00482,3,Meets basic expectations.,2026-03-26 12:40:33
RAT_000377,CUST_01797,PROD_00502,5,"Exceptional quality, surpassed expectations!",2026-03-30 12:42:15
RAT_000378,CUST_02843,PROD_00174,3,Decent purchase. Average experience.,2026-03-30 03:23:48
RAT_000379,CUST_02062,PROD_00426,3,Decent purchase. Average experience.,2026-04-13 11:53:22
RAT_000380,CUST_00428,PROD_00038,4,Value for money. Delivery was fast.,2026-09-03 02:28:54
RAT_000381,CUST_00566,PROD_00627,3,Meets basic expectations.,2026-03-23 13:49:14
RAT_000382,CUST_01258,PROD_00307,4,Value for money. Delivery was fast.,2026-03-28 04:25:11
RAT_000383,CUST_02873,PROD_00359,3,Okay for the price point.,2026-08-26 05:44:18
RAT_000384,CUST_00174,PROD_00509,3,Okay for the price point.,2026-03-28 23:35:02
RAT_000385,CUST_02927,PROD_00434,4,"Works as described, pleased with quality.",2026-03-16 07:27:49
RAT_000386,CUST_02841,PROD_00060,2,Could have been better. Material feels average.,2026-06-05 17:38:53
RAT_000387,CUST_02654,PROD_00004,2,Could have been better. Material feels average.,2026-04-13 08:59:47
RAT_000388,CUST_00202,PROD_00572,3,Meets basic expectations.,2026-06-27 11:22:30
RAT_000389,CUST_01024,PROD_00549,4,"Works as described, pleased with quality.",2026-08-14 20:37:56
RAT_000390,CUST_01904,PROD_00341,3,Meets basic expectations.,2026-05-05 00:57:34
RAT_000391,CUST_00692,PROD_00014,5,"Exceptional quality, surpassed expectations!",2026-08-10 11:07:07
RAT_000392,CUST_02113,PROD_00022,4,Value for money. Delivery was fast.,2026-05-17 06:59:18
RAT_000393,CUST_00722,PROD_00462,5,Absolutely loved this! Highly recommended.,2026-04-27 02:33:22
RAT_000394,CUST_00995,PROD_00135,4,"Works as described, pleased with quality.",2026-03-19 06:53:10
RAT_000395,CUST_02983,PROD_00189,4,Value for money. Delivery was fast.,2026-04-08 00:04:53
RAT_000396,CUST_02737,PROD_00251,3,Decent purchase. Average experience.,2026-08-08 21:28:30
RAT_000397,CUST_02763,PROD_00099,4,"Works as described, pleased with quality.",2026-08-15 17:53:53
RAT_000398,CUST_02335,PROD_00312,4,"Works as described, pleased with quality.",2026-03-31 11:26:15
RAT_000399,CUST_02163,PROD_00205,4,"Good product, very satisfied with the purchase.",2026-03-21 23:48:02
RAT_000400,CUST_02129,PROD_00127,4,"Works as described, pleased with quality.",2026-06-10 01:46:08
RAT_000401,CUST_01184,PROD_00257,4,Value for money. Delivery was fast.,2026-04-23 23:34:57
RAT_000402,CUST_02046,PROD_00459,3,Okay for the price point.,2026-04-22 08:17:11
RAT_000403,CUST_02665,PROD_00112,3,Decent purchase. Average experience.,2026-05-07 00:20:19
RAT_000404,CUST_01208,PROD_00542,4,Value for money. Delivery was fast.,2026-07-21 23:38:26
RAT_000405,CUST_00291,PROD_00063,3,Decent purchase. Average experience.,2026-03-28 04:00:20
RAT_000406,CUST_01441,PROD_00005,4,Value for money. Delivery was fast.,2026-09-04 12:42:50
RAT_000407,CUST_01448,PROD_00462,4,"Good product, very satisfied with the purchase.",2026-05-30 02:10:45
RAT_000408,CUST_02001,PROD_00365,3,Okay for the price point.,2026-03-20 21:11:02
RAT_000409,CUST_00895,PROD_00248,4,"Works as described, pleased with quality.",2026-07-14 13:28:17
RAT_000410,CUST_00363,PROD_00040,4,Value for money. Delivery was fast.,2026-06-04 22:26:33
RAT_000411,CUST_02653,PROD_00287,3,Okay for the price point.,2026-06-05 09:44:58
RAT_000412,CUST_01228,PROD_00505,3,Okay for the price point.,2026-05-07 09:58:00
RAT_000413,CUST_00228,PROD_00378,4,"Works as described, pleased with quality.",2026-07-29 20:27:33
RAT_000414,CUST_00920,PROD_00181,5,Absolutely loved this! Highly recommended.,2026-04-06 00:48:51
RAT_000415,CUST_00746,PROD_00007,4,"Works as described, pleased with quality.",2026-08-06 22:50:51
RAT_000416,CUST_00911,PROD_00337,4,Value for money. Delivery was fast.,2026-08-03 13:37:38
RAT_000417,CUST_02115,PROD_00310,3,Okay for the price point.,2026-08-28 10:21:41
RAT_000418,CUST_00214,PROD_00040,3,Okay for the price point.,2026-08-02 09:54:34
RAT_000419,CUST_02705,PROD_00611,4,"Works as described, pleased with quality.",2026-07-02 06:30:37
RAT_000420,CUST_00628,PROD_00033,3,Decent purchase. Average experience.,2026-03-19 12:42:55
RAT_000421,CUST_01436,PROD_00297,4,Value for money. Delivery was fast.,2026-04-08 04:16:35
RAT_000422,CUST_02868,PROD_00344,4,Value for money. Delivery was fast.,2026-08-21 06:07:49
RAT_000423,CUST_01385,PROD_00600,3,Okay for the price point.,2026-08-19 02:14:16
RAT_000424,CUST_00520,PROD_00460,3,Meets basic expectations.,2026-08-26 16:31:53
RAT_000425,CUST_00438,PROD_00187,2,Slightly disappointed with specs.,2026-04-02 16:59:30
RAT_000426,CUST_00496,PROD_00129,4,"Works as described, pleased with quality.",2026-09-02 23:20:55
RAT_000427,CUST_02408,PROD_00466,4,"Good product, very satisfied with the purchase.",2026-08-24 01:06:05
RAT_000428,CUST_01677,PROD_00428,4,"Good product, very satisfied with the purchase.",2026-05-24 01:38:10
RAT_000429,CUST_02088,PROD_00034,5,Top notch performance and build.,2026-07-03 11:28:04
RAT_000430,CUST_02727,PROD_00189,4,"Good product, very satisfied with the purchase.",2026-09-05 13:32:55
RAT_000431,CUST_00637,PROD_00063,2,Slightly disappointed with specs.,2026-05-01 04:31:21
RAT_000432,CUST_00119,PROD_00124,4,"Good product, very satisfied with the purchase.",2026-06-20 08:09:22
RAT_000433,CUST_00396,PROD_00626,3,Okay for the price point.,2026-05-07 16:38:59
RAT_000434,CUST_01298,PROD_00079,3,Decent purchase. Average experience.,2026-06-18 12:56:00
RAT_000435,CUST_01288,PROD_00500,4,"Good product, very satisfied with the purchase.",2026-05-10 03:53:35
RAT_000436,CUST_01279,PROD_00621,3,Decent purchase. Average experience.,2026-08-07 08:53:49
RAT_000437,CUST_02596,PROD_00224,3,Decent purchase. Average experience.,2026-07-27 09:28:55
RAT_000438,CUST_01855,PROD_00296,4,"Good product, very satisfied with the purchase.",2026-09-06 21:23:17
RAT_000439,CUST_00888,PROD_00012,4,"Good product, very satisfied with the purchase.",2026-05-22 12:19:48
RAT_000440,CUST_00248,PROD_00276,3,Decent purchase. Average experience.,2026-07-27 18:04:40
RAT_000441,CUST_01057,PROD_00345,3,Meets basic expectations.,2026-09-09 04:54:30
RAT_000442,CUST_02976,PROD_00014,5,"Exceptional quality, surpassed expectations!",2026-08-26 11:20:39
RAT_000443,CUST_02976,PROD_00021,4,"Good product, very satisfied with the purchase.",2026-08-26 11:21:35
RAT_000444,CUST_00900,PROD_00584,4,"Works as described, pleased with quality.",2026-08-14 14:10:08
RAT_000445,CUST_02009,PROD_00052,4,"Works as described, pleased with quality.",2026-03-23 23:06:06
RAT_000446,CUST_01529,PROD_00220,4,"Works as described, pleased with quality.",2026-08-18 06:00:07
RAT_000447,CUST_01592,PROD_00016,4,"Good product, very satisfied with the purchase.",2026-04-07 01:07:22
RAT_000448,CUST_01592,PROD_00008,3,Okay for the price point.,2026-04-07 01:10:09
RAT_000449,CUST_00144,PROD_00607,4,"Good product, very satisfied with the purchase.",2026-04-03 05:08:10
RAT_000450,CUST_02743,PROD_00308,3,Okay for the price point.,2026-03-31 20:57:01
RAT_000451,CUST_00536,PROD_00011,4,Value for money. Delivery was fast.,2026-08-03 08:33:28
RAT_000452,CUST_00150,PROD_00194,4,Value for money. Delivery was fast.,2026-04-15 11:08:50
RAT_000453,CUST_01608,PROD_00152,4,"Works as described, pleased with quality.",2026-09-04 05:04:57
RAT_000454,CUST_00966,PROD_00176,4,Value for money. Delivery was fast.,2026-04-28 03:52:22
RAT_000455,CUST_00783,PROD_00294,4,Value for money. Delivery was fast.,2026-03-25 04:36:43
RAT_000456,CUST_00783,PROD_00281,4,"Works as described, pleased with quality.",2026-03-21 04:39:06
RAT_000457,CUST_00348,PROD_00155,4,"Good product, very satisfied with the purchase.",2026-05-09 23:19:49
RAT_000458,CUST_02838,PROD_00184,5,Top notch performance and build.,2026-08-29 00:09:15
RAT_000459,CUST_02916,PROD_00190,2,Could have been better. Material feels average.,2026-04-04 03:32:12
RAT_000460,CUST_00322,PROD_00271,2,Slightly disappointed with specs.,2026-06-02 10:56:35
RAT_000461,CUST_01908,PROD_00116,5,"Exceptional quality, surpassed expectations!",2026-05-14 17:34:57
RAT_000462,CUST_02702,PROD_00042,4,"Good product, very satisfied with the purchase.",2026-05-21 00:22:10
RAT_000463,CUST_01774,PROD_00288,4,"Works as described, pleased with quality.",2026-08-01 00:56:11
RAT_000464,CUST_02742,PROD_00142,3,Meets basic expectations.,2026-09-04 19:43:06
RAT_000465,CUST_02742,PROD_00159,4,Value for money. Delivery was fast.,2026-09-06 19:46:12
RAT_000466,CUST_00885,PROD_00483,4,Value for money. Delivery was fast.,2026-05-04 12:18:27
RAT_000467,CUST_01665,PROD_00497,4,"Works as described, pleased with quality.",2026-07-27 22:58:45
RAT_000468,CUST_01641,PROD_00182,4,"Works as described, pleased with quality.",2026-06-14 16:13:39
RAT_000469,CUST_00295,PROD_00014,5,Absolutely loved this! Highly recommended.,2026-06-12 12:21:21
RAT_000470,CUST_01276,PROD_00087,4,"Good product, very satisfied with the purchase.",2026-07-12 22:36:30
RAT_000471,CUST_00002,PROD_00123,4,"Good product, very satisfied with the purchase.",2026-07-27 13:33:18
RAT_000472,CUST_02951,PROD_00243,4,"Good product, very satisfied with the purchase.",2026-04-17 16:16:05
RAT_000473,CUST_00840,PROD_00170,3,Okay for the price point.,2026-05-01 05:19:01
RAT_000474,CUST_02847,PROD_00621,3,Okay for the price point.,2026-05-28 11:33:58
RAT_000475,CUST_01623,PROD_00586,5,Absolutely loved this! Highly recommended.,2026-05-28 21:59:22
RAT_000476,CUST_01454,PROD_00025,3,Meets basic expectations.,2026-09-07 14:50:56
RAT_000477,CUST_02986,PROD_00103,4,"Works as described, pleased with quality.",2026-03-24 04:32:49
RAT_000478,CUST_02671,PROD_00277,4,Value for money. Delivery was fast.,2026-04-10 05:38:40
RAT_000479,CUST_01560,PROD_00127,5,Top notch performance and build.,2026-08-08 20:27:37
RAT_000480,CUST_02828,PROD_00271,3,Meets basic expectations.,2026-08-10 15:32:03
RAT_000481,CUST_02336,PROD_00498,3,Okay for the price point.,2026-04-30 04:00:47
RAT_000482,CUST_02336,PROD_00474,3,Decent purchase. Average experience.,2026-04-30 04:03:41
RAT_000483,CUST_02697,PROD_00355,5,"Exceptional quality, surpassed expectations!",2026-06-26 21:42:11
RAT_000484,CUST_00419,PROD_00393,2,Could have been better. Material feels average.,2026-08-31 15:22:43
RAT_000485,CUST_00590,PROD_00097,3,Meets basic expectations.,2026-04-09 22:03:46
RAT_000486,CUST_00642,PROD_00307,4,"Good product, very satisfied with the purchase.",2026-07-25 08:06:25
RAT_000487,CUST_01783,PROD_00599,3,Decent purchase. Average experience.,2026-06-26 12:06:41
RAT_000488,CUST_01431,PROD_00184,4,"Good product, very satisfied with the purchase.",2026-06-11 22:16:27
RAT_000489,CUST_01154,PROD_00539,4,Value for money. Delivery was fast.,2026-05-22 09:38:58
RAT_000490,CUST_01154,PROD_00507,3,Meets basic expectations.,2026-05-21 09:43:23
RAT_000491,CUST_00460,PROD_00492,5,"Exceptional quality, surpassed expectations!",2026-06-26 01:48:32
RAT_000492,CUST_01803,PROD_00174,4,"Works as described, pleased with quality.",2026-04-23 18:49:49
RAT_000493,CUST_01116,PROD_00123,4,"Works as described, pleased with quality.",2026-03-29 14:34:51
RAT_000494,CUST_01987,PROD_00178,4,Value for money. Delivery was fast.,2026-04-04 19:17:44
RAT_000495,CUST_01987,PROD_00198,3,Okay for the price point.,2026-04-05 19:21:15
RAT_000496,CUST_01366,PROD_00015,3,Meets basic expectations.,2026-08-28 11:02:37
RAT_000497,CUST_02383,PROD_00397,4,"Works as described, pleased with quality.",2026-08-12 01:26:41
RAT_000498,CUST_02487,PROD_00254,4,Value for money. Delivery was fast.,2026-07-28 05:40:52
RAT_000499,CUST_02925,PROD_00148,4,Value for money. Delivery was fast.,2026-05-14 20:04:43
RAT_000500,CUST_02925,PROD_00157,4,"Good product, very satisfied with the purchase.",2026-05-11 20:05:41
RAT_000501,CUST_02925,PROD_00128,3,Decent purchase. Average experience.,2026-05-16 20:08:29
RAT_000502,CUST_01561,PROD_00449,3,Meets basic expectations.,2026-07-02 04:12:49
RAT_000503,CUST_02956,PROD_00561,4,"Good product, very satisfied with the purchase.",2026-04-01 15:54:07
RAT_000504,CUST_01259,PROD_00271,2,Slightly disappointed with specs.,2026-06-25 04:07:56
RAT_000505,CUST_01225,PROD_00185,2,Slightly disappointed with specs.,2026-04-01 19:01:11
RAT_000506,CUST_02277,PROD_00142,3,Okay for the price point.,2026-04-27 00:16:43
RAT_000507,CUST_02142,PROD_00367,4,"Works as described, pleased with quality.",2026-07-20 03:09:04
RAT_000508,CUST_01711,PROD_00007,3,Meets basic expectations.,2026-05-16 11:11:08
RAT_000509,CUST_01656,PROD_00035,4,"Good product, very satisfied with the purchase.",2026-03-29 03:02:42
RAT_000510,CUST_01904,PROD_00368,2,Slightly disappointed with specs.,2026-03-23 00:56:48
RAT_000511,CUST_02392,PROD_00181,4,"Good product, very satisfied with the purchase.",2026-08-30 23:55:02
RAT_000512,CUST_02114,PROD_00471,2,Could have been better. Material feels average.,2026-08-08 23:47:28
RAT_000513,CUST_00977,PROD_00052,3,Meets basic expectations.,2026-06-17 11:17:24
RAT_000514,CUST_00977,PROD_00061,5,"Exceptional quality, surpassed expectations!",2026-06-19 11:18:59
RAT_000515,CUST_02876,PROD_00538,4,"Works as described, pleased with quality.",2026-07-23 11:54:12
RAT_000516,CUST_02947,PROD_00156,4,"Good product, very satisfied with the purchase.",2026-07-17 05:33:01
RAT_000517,CUST_02479,PROD_00408,3,Decent purchase. Average experience.,2026-06-04 03:37:29
RAT_000518,CUST_02528,PROD_00504,4,Value for money. Delivery was fast.,2026-06-18 00:51:46
RAT_000519,CUST_02239,PROD_00594,5,Absolutely loved this! Highly recommended.,2026-05-20 16:04:01
RAT_000520,CUST_02224,PROD_00284,4,Value for money. Delivery was fast.,2026-03-23 18:22:34
RAT_000521,CUST_02224,PROD_00254,3,Okay for the price point.,2026-03-26 18:23:35
RAT_000522,CUST_01142,PROD_00068,3,Decent purchase. Average experience.,2026-04-28 12:01:24
RAT_000523,CUST_00681,PROD_00103,4,"Good product, very satisfied with the purchase.",2026-05-09 19:42:16
RAT_000524,CUST_00875,PROD_00272,4,"Good product, very satisfied with the purchase.",2026-08-13 07:41:56
RAT_000525,CUST_00875,PROD_00255,5,Top notch performance and build.,2026-08-13 07:43:08
RAT_000526,CUST_02386,PROD_00022,2,Could have been better. Material feels average.,2026-05-03 23:18:08
RAT_000527,CUST_00519,PROD_00042,4,Value for money. Delivery was fast.,2026-09-08 11:49:02
RAT_000528,CUST_00138,PROD_00398,2,Slightly disappointed with specs.,2026-05-29 13:40:09
RAT_000529,CUST_01386,PROD_00500,4,"Works as described, pleased with quality.",2026-08-31 00:51:21
RAT_000530,CUST_00769,PROD_00130,3,Decent purchase. Average experience.,2026-03-24 20:52:11
RAT_000531,CUST_00218,PROD_00180,5,"Exceptional quality, surpassed expectations!",2026-04-04 05:59:40
RAT_000532,CUST_02028,PROD_00528,4,"Good product, very satisfied with the purchase.",2026-06-08 22:23:36
RAT_000533,CUST_00248,PROD_00281,4,"Good product, very satisfied with the purchase.",2026-04-30 03:44:24
RAT_000534,CUST_00875,PROD_00293,4,"Good product, very satisfied with the purchase.",2026-08-12 00:17:25
RAT_000535,CUST_01040,PROD_00462,4,"Works as described, pleased with quality.",2026-07-28 02:03:39
RAT_000536,CUST_01541,PROD_00453,3,Decent purchase. Average experience.,2026-03-20 07:03:55
RAT_000537,CUST_01717,PROD_00009,3,Okay for the price point.,2026-04-19 13:59:08
RAT_000538,CUST_02671,PROD_00280,3,Decent purchase. Average experience.,2026-03-23 15:00:08
RAT_000539,CUST_02133,PROD_00008,3,Decent purchase. Average experience.,2026-07-12 13:21:18
RAT_000540,CUST_00295,PROD_00476,4,Value for money. Delivery was fast.,2026-06-17 00:21:03
RAT_000541,CUST_00664,PROD_00056,4,"Works as described, pleased with quality.",2026-03-21 02:40:04
RAT_000542,CUST_01457,PROD_00037,4,"Works as described, pleased with quality.",2026-06-27 07:24:32
RAT_000543,CUST_02066,PROD_00392,4,"Good product, very satisfied with the purchase.",2026-05-17 10:02:12
RAT_000544,CUST_02066,PROD_00415,4,Value for money. Delivery was fast.,2026-05-19 10:02:45
RAT_000545,CUST_02878,PROD_00560,4,"Works as described, pleased with quality.",2026-04-06 21:50:24
RAT_000546,CUST_00905,PROD_00120,5,Absolutely loved this! Highly recommended.,2026-07-27 07:59:18
RAT_000547,CUST_02234,PROD_00206,5,"Exceptional quality, surpassed expectations!",2026-06-24 13:20:43
RAT_000548,CUST_00561,PROD_00614,3,Meets basic expectations.,2026-07-18 01:36:59
RAT_000549,CUST_02919,PROD_00038,4,"Works as described, pleased with quality.",2026-05-27 17:38:13
RAT_000550,CUST_00038,PROD_00369,5,Top notch performance and build.,2026-06-20 08:30:12
RAT_000551,CUST_01819,PROD_00299,3,Meets basic expectations.,2026-05-22 10:37:19
RAT_000552,CUST_01819,PROD_00329,4,"Good product, very satisfied with the purchase.",2026-05-21 10:43:24
RAT_000553,CUST_00673,PROD_00255,3,Meets basic expectations.,2026-03-30 20:07:18
RAT_000554,CUST_00673,PROD_00257,4,"Works as described, pleased with quality.",2026-04-01 20:12:05
RAT_000555,CUST_01827,PROD_00315,4,"Works as described, pleased with quality.",2026-04-14 00:28:09
RAT_000556,CUST_01207,PROD_00006,3,Decent purchase. Average experience.,2026-07-29 22:22:41
RAT_000557,CUST_01207,PROD_00026,3,Meets basic expectations.,2026-07-31 22:23:36
RAT_000558,CUST_01838,PROD_00595,3,Meets basic expectations.,2026-06-20 11:44:23
RAT_000559,CUST_01889,PROD_00189,5,"Exceptional quality, surpassed expectations!",2026-05-28 08:15:10
RAT_000560,CUST_01749,PROD_00046,4,"Works as described, pleased with quality.",2026-07-27 13:43:02
RAT_000561,CUST_00319,PROD_00023,4,"Works as described, pleased with quality.",2026-03-23 02:41:52
RAT_000562,CUST_00776,PROD_00424,4,"Good product, very satisfied with the purchase.",2026-03-25 00:31:04
