Product_ID,Product_Name,Category,Subcategory,Brand,Price,Discount,Final_Price,Rating,Review_Count,Stock,Popularity_Score,Product_Description,Product_Tags,Age_Group,Gender_Target,Color,Size,Created_Date,Image_URL,Status
PROD_00128,FabIndia Denim Trucker Jacket,Fashion,Winterwear,FabIndia,6120.0,5,5814.0,4.4,369,134,62.6,Vintage rugged button-down denim outerwear jacket. Designed with premium quality materials by FabIndia.,"jacket,denim,outerwear,winter,fashion,fabindia,fashion,midnight black",25-50,Men,Midnight Black,Standard,2025-01-12,https://images.unsplash.com/photo-1500000000128?auto=format&fit=crop&w=600&q=80,Active
PROD_00129,FabIndia Classic Denim Slim Jeans - Classic Beige,Fashion,Men's Clothing,FabIndia,1480.0,0,1480.0,4.1,16,212,50.6,Durable stretch cotton denim jeans in deep indigo wash. Designed with premium quality materials by FabIndia.,"jeans,denim,men,fashion,clothing,fabindia,fashion,classic beige",Adults,Men,Classic Beige,L,2025-09-12,https://images.unsplash.com/photo-1500000000129?auto=format&fit=crop&w=600&q=80,Active
PROD_00130,Levis Solid Crew Neck Cotton T-Shirt - Midnight Black,Fashion,Men's Clothing,Levis,3910.0,50,1955.0,3.7,143,100,51.9,100% combed breathable cotton everyday tee. Designed with premium quality materials by Levis.,"tshirt,cotton,casual,men,fashion,levis,fashion,midnight black",Teens & Youth,Women,Midnight Black,L,2025-07-29,https://images.unsplash.com/photo-1500000000130?auto=format&fit=crop&w=600&q=80,Active
PROD_00131,Puma Casual Stretch Chino Trousers,Fashion,Men's Clothing,Puma,1110.0,30,777.0,3.9,112,190,52.0,Versatile casual smart-fit flat-front chinos. Designed with premium quality materials by Puma.,"chinos,trousers,pants,men,casual,puma,fashion,classic beige",25-50,Women,Classic Beige,Standard,2024-12-20,https://images.unsplash.com/photo-1500000000131?auto=format&fit=crop&w=600&q=80,Active
PROD_00132,Puma Floral Print Maxi Summer Dress - Space Gray,Fashion,Women's Clothing,Puma,5040.0,30,3528.0,3.7,60,186,48.8,Lightweight chiffon breezy bohemian dress for outings. Designed with premium quality materials by Puma.,"dress,women,floral,summer,fashion,puma,fashion,space gray",25-50,Men,Space Gray,M,2025-10-16,https://images.unsplash.com/photo-1500000000132?auto=format&fit=crop&w=600&q=80,Active
PROD_00133,Puma Casual Stretch Chino Trousers - Pearl White,Fashion,Men's Clothing,Puma,620.0,20,496.0,3.8,37,59,42.9,Versatile casual smart-fit flat-front chinos. Designed with premium quality materials by Puma.,"chinos,trousers,pants,men,casual,puma,fashion,pearl white",Teens & Youth,Unisex,Pearl White,Max,2025-04-19,https://images.unsplash.com/photo-1500000000133?auto=format&fit=crop&w=600&q=80,Active
PROD_00134,Nike Cozy Fleece Pullover Hoodie - Pearl White,Fashion,Winterwear,Nike,1160.0,40,696.0,4.7,89,231,55.8,Warm brushed fleece hoodie with kangaroo pocket. Designed with premium quality materials by Nike.,"hoodie,winter,sweater,casual,warm,nike,fashion,pearl white",25-50,Unisex,Pearl White,M,2024-10-21,https://images.unsplash.com/photo-1500000000134?auto=format&fit=crop&w=600&q=80,Active
PROD_00135,Levis Handcrafted Cotton Kurta,Fashion,Ethnic Wear,Levis,5000.0,50,2500.0,4.6,530,47,74.4,Traditional artisan embroidered ethnic festive kurta. Designed with premium quality materials by Levis.,"ethnic,kurta,traditional,indian,festival,levis,fashion,classic beige",18-35,Unisex,Classic Beige,Compact,2026-07-16,https://images.unsplash.com/photo-1500000000135?auto=format&fit=crop&w=600&q=80,Active
PROD_00136,Puma Casual Stretch Chino Trousers - Navy Blue,Fashion,Men's Clothing,Puma,5590.0,15,4751.5,4.2,85,84,55.1,Versatile casual smart-fit flat-front chinos. Designed with premium quality materials by Puma.,"chinos,trousers,pants,men,casual,puma,fashion,navy blue",25-50,Women,Navy Blue,Pro,2025-05-06,https://images.unsplash.com/photo-1500000000136?auto=format&fit=crop&w=600&q=80,Active
PROD_00137,Puma Cozy Fleece Pullover Hoodie - Classic Beige,Fashion,Winterwear,Puma,3770.0,30,2639.0,4.9,146,214,56.8,Warm brushed fleece hoodie with kangaroo pocket. Designed with premium quality materials by Puma.,"hoodie,winter,sweater,casual,warm,puma,fashion,classic beige",25-50,Men,Classic Beige,Pro,2024-12-18,https://images.unsplash.com/photo-1500000000137?auto=format&fit=crop&w=600&q=80,Active
PROD_00138,Adidas Floral Print Maxi Summer Dress - Midnight Black,Fashion,Women's Clothing,Adidas,5120.0,40,3072.0,4.7,233,77,57.2,Lightweight chiffon breezy bohemian dress for outings. Designed with premium quality materials by Adidas.,"dress,women,floral,summer,fashion,adidas,fashion,midnight black",Adults,Men,Midnight Black,Pro,2026-03-18,https://images.unsplash.com/photo-1500000000138?auto=format&fit=crop&w=600&q=80,Active
PROD_00139,FabIndia Tailored Formal Oxford Shirt - Rose Gold,Fashion,Men's Clothing,FabIndia,1940.0,35,1261.0,4.7,96,243,51.1,Crisp wrinkle-resistant 100% Egyptian cotton dress shirt. Designed with premium quality materials by FabIndia.,"shirt,formal,office,men,cotton,fabindia,fashion,rose gold",All Ages,Men,Rose Gold,M,2026-07-06,https://images.unsplash.com/photo-1500000000139?auto=format&fit=crop&w=600&q=80,Active
PROD_00140,Puma Casual Stretch Chino Trousers,Fashion,Men's Clothing,Puma,2570.0,5,2441.5,4.7,657,171,76.6,Versatile casual smart-fit flat-front chinos. Designed with premium quality materials by Puma.,"chinos,trousers,pants,men,casual,puma,fashion,navy blue",25-50,Unisex,Navy Blue,Compact,2026-04-02,https://images.unsplash.com/photo-1500000000140?auto=format&fit=crop&w=600&q=80,Active
PROD_00141,Zara Floral Print Maxi Summer Dress - Crimson Red,Fashion,Women's Clothing,Zara,3550.0,50,1775.0,3.5,605,25,59.4,Lightweight chiffon breezy bohemian dress for outings. Designed with premium quality materials by Zara.,"dress,women,floral,summer,fashion,zara,fashion,crimson red",18-35,Women,Crimson Red,Pro,2026-01-21,https://images.unsplash.com/photo-1500000000141?auto=format&fit=crop&w=600&q=80,Active
PROD_00142,Raymond Floral Print Maxi Summer Dress,Fashion,Women's Clothing,Raymond,2050.0,50,1025.0,4.1,67,33,52.0,Lightweight chiffon breezy bohemian dress for outings. Designed with premium quality materials by Raymond.,"dress,women,floral,summer,fashion,raymond,fashion,space gray",25-50,Unisex,Space Gray,XL,2025-04-05,https://images.unsplash.com/photo-1500000000142?auto=format&fit=crop&w=600&q=80,Active
PROD_00143,Nike Classic Denim Slim Jeans - Pearl White,Fashion,Men's Clothing,Nike,2060.0,30,1442.0,3.8,138,176,44.4,Durable stretch cotton denim jeans in deep indigo wash. Designed with premium quality materials by Nike.,"jeans,denim,men,fashion,clothing,nike,fashion,pearl white",All Ages,Men,Pearl White,XL,2025-08-25,https://images.unsplash.com/photo-1500000000143?auto=format&fit=crop&w=600&q=80,Active
PROD_00144,Zara Solid Crew Neck Cotton T-Shirt - Olive Green,Fashion,Men's Clothing,Zara,2150.0,0,2150.0,4.0,79,22,46.6,100% combed breathable cotton everyday tee. Designed with premium quality materials by Zara.,"tshirt,cotton,casual,men,fashion,zara,fashion,olive green",Teens & Youth,Unisex,Olive Green,Pro,2024-10-26,https://images.unsplash.com/photo-1500000000144?auto=format&fit=crop&w=600&q=80,Active
PROD_00145,Puma Solid Crew Neck Cotton T-Shirt,Fashion,Men's Clothing,Puma,4680.0,35,3042.0,4.9,75,127,58.3,100% combed breathable cotton everyday tee. Designed with premium quality materials by Puma.,"tshirt,cotton,casual,men,fashion,puma,fashion,pearl white",Adults,Men,Pearl White,Standard,2026-04-13,https://images.unsplash.com/photo-1500000000145?auto=format&fit=crop&w=600&q=80,Active
PROD_00146,FabIndia Solid Crew Neck Cotton T-Shirt - Midnight Black,Fashion,Men's Clothing,FabIndia,6260.0,25,4695.0,4.8,21,136,52.8,100% combed breathable cotton everyday tee. Designed with premium quality materials by FabIndia.,"tshirt,cotton,casual,men,fashion,fabindia,fashion,midnight black",All Ages,Unisex,Midnight Black,XL,2025-02-19,https://images.unsplash.com/photo-1500000000146?auto=format&fit=crop&w=600&q=80,Active
PROD_00147,Adidas Denim Trucker Jacket - Midnight Black,Fashion,Winterwear,Adidas,810.0,25,607.5,3.9,184,209,50.0,Vintage rugged button-down denim outerwear jacket. Designed with premium quality materials by Adidas.,"jacket,denim,outerwear,winter,fashion,adidas,fashion,midnight black",25-50,Men,Midnight Black,L,2025-07-16,https://images.unsplash.com/photo-1500000000147?auto=format&fit=crop&w=600&q=80,Active
PROD_00148,Raymond Denim Trucker Jacket,Fashion,Winterwear,Raymond,5680.0,20,4544.0,4.6,140,191,55.8,Vintage rugged button-down denim outerwear jacket. Designed with premium quality materials by Raymond.,"jacket,denim,outerwear,winter,fashion,raymond,fashion,silver",Teens & Youth,Men,Silver,M,2025-06-15,https://images.unsplash.com/photo-1500000000148?auto=format&fit=crop&w=600&q=80,Active
PROD_00149,Adidas Floral Print Maxi Summer Dress - Silver,Fashion,Women's Clothing,Adidas,2490.0,50,1245.0,4.5,24,47,52.9,Lightweight chiffon breezy bohemian dress for outings. Designed with premium quality materials by Adidas.,"dress,women,floral,summer,fashion,adidas,fashion,silver",25-50,Unisex,Silver,S,2025-09-04,https://images.unsplash.com/photo-1500000000149?auto=format&fit=crop&w=600&q=80,Active
PROD_00150,Zara Denim Trucker Jacket,Fashion,Winterwear,Zara,4640.0,25,3480.0,4.2,73,196,51.7,Vintage rugged button-down denim outerwear jacket. Designed with premium quality materials by Zara.,"jacket,denim,outerwear,winter,fashion,zara,fashion,silver",All Ages,Men,Silver,Compact,2026-07-29,https://images.unsplash.com/photo-1500000000150?auto=format&fit=crop&w=600&q=80,Active
PROD_00151,FabIndia Floral Print Maxi Summer Dress - Midnight Black,Fashion,Women's Clothing,FabIndia,2880.0,30,2016.0,4.8,444,13,71.8,Lightweight chiffon breezy bohemian dress for outings. Designed with premium quality materials by FabIndia.,"dress,women,floral,summer,fashion,fabindia,fashion,midnight black",18-35,Unisex,Midnight Black,M,2024-10-03,https://images.unsplash.com/photo-1500000000151?auto=format&fit=crop&w=600&q=80,Active
PROD_00152,Puma Denim Trucker Jacket,Fashion,Winterwear,Puma,2880.0,25,2160.0,4.4,64,68,56.2,Vintage rugged button-down denim outerwear jacket. Designed with premium quality materials by Puma.,"jacket,denim,outerwear,winter,fashion,puma,fashion,silver",Adults,Unisex,Silver,Pro,2026-08-03,https://images.unsplash.com/photo-1500000000152?auto=format&fit=crop&w=600&q=80,Active
PROD_00153,FabIndia Floral Print Maxi Summer Dress,Fashion,Women's Clothing,FabIndia,2190.0,35,1423.5,3.8,43,161,42.6,Lightweight chiffon breezy bohemian dress for outings. Designed with premium quality materials by FabIndia.,"dress,women,floral,summer,fashion,fabindia,fashion,rose gold",All Ages,Women,Rose Gold,Compact,2025-04-14,https://images.unsplash.com/photo-1500000000153?auto=format&fit=crop&w=600&q=80,Active
PROD_00154,H&M Cozy Fleece Pullover Hoodie - Pearl White,Fashion,Winterwear,H&M,3390.0,5,3220.5,4.6,136,221,61.3,Warm brushed fleece hoodie with kangaroo pocket. Designed with premium quality materials by H&M.,"hoodie,winter,sweater,casual,warm,h&m,fashion,pearl white",18-35,Men,Pearl White,S,2024-10-15,https://images.unsplash.com/photo-1500000000154?auto=format&fit=crop&w=600&q=80,Active
PROD_00155,H&M Handcrafted Cotton Kurta - Rose Gold,Fashion,Ethnic Wear,H&M,5130.0,10,4617.0,4.6,778,135,79.4,Traditional artisan embroidered ethnic festive kurta. Designed with premium quality materials by H&M.,"ethnic,kurta,traditional,indian,festival,h&m,fashion,rose gold",25-50,Men,Rose Gold,Max,2026-02-05,https://images.unsplash.com/photo-1500000000155?auto=format&fit=crop&w=600&q=80,Active
PROD_00156,Nike Floral Print Maxi Summer Dress - Charcoal,Fashion,Women's Clothing,Nike,3540.0,40,2124.0,3.7,64,231,40.4,Lightweight chiffon breezy bohemian dress for outings. Designed with premium quality materials by Nike.,"dress,women,floral,summer,fashion,nike,fashion,charcoal",Adults,Men,Charcoal,Standard,2025-10-17,https://images.unsplash.com/photo-1500000000156?auto=format&fit=crop&w=600&q=80,Active
PROD_00157,FabIndia Casual Stretch Chino Trousers,Fashion,Men's Clothing,FabIndia,6820.0,5,6479.0,4.1,215,179,54.8,Versatile casual smart-fit flat-front chinos. Designed with premium quality materials by FabIndia.,"chinos,trousers,pants,men,casual,fabindia,fashion,rose gold",Adults,Men,Rose Gold,Compact,2026-04-20,https://images.unsplash.com/photo-1500000000157?auto=format&fit=crop&w=600&q=80,Active
PROD_00158,Levis Floral Print Maxi Summer Dress - Olive Green,Fashion,Women's Clothing,Levis,2480.0,10,2232.0,4.0,273,186,53.2,Lightweight chiffon breezy bohemian dress for outings. Designed with premium quality materials by Levis.,"dress,women,floral,summer,fashion,levis,fashion,olive green",All Ages,Unisex,Olive Green,Max,2025-03-16,https://images.unsplash.com/photo-1500000000158?auto=format&fit=crop&w=600&q=80,Active
PROD_00159,H&M Tailored Formal Oxford Shirt,Fashion,Men's Clothing,H&M,4560.0,50,2280.0,4.2,63,133,50.9,Crisp wrinkle-resistant 100% Egyptian cotton dress shirt. Designed with premium quality materials by H&M.,"shirt,formal,office,men,cotton,h&m,fashion,crimson red",Adults,Women,Crimson Red,L,2024-12-31,https://images.unsplash.com/photo-1500000000159?auto=format&fit=crop&w=600&q=80,Active
PROD_00160,Levis Floral Print Maxi Summer Dress - Classic Beige,Fashion,Women's Clothing,Levis,680.0,0,680.0,4.8,249,202,63.7,Lightweight chiffon breezy bohemian dress for outings. Designed with premium quality materials by Levis.,"dress,women,floral,summer,fashion,levis,fashion,classic beige",All Ages,Women,Classic Beige,Free Size,2024-11-01,https://images.unsplash.com/photo-1500000000160?auto=format&fit=crop&w=600&q=80,Active
PROD_00161,Raymond Cozy Fleece Pullover Hoodie,Fashion,Winterwear,Raymond,6720.0,35,4368.0,3.8,97,211,48.7,Warm brushed fleece hoodie with kangaroo pocket. Designed with premium quality materials by Raymond.,"hoodie,winter,sweater,casual,warm,raymond,fashion,classic beige",Adults,Men,Classic Beige,Standard,2025-10-29,https://images.unsplash.com/photo-1500000000161?auto=format&fit=crop&w=600&q=80,Active
PROD_00162,H&M Denim Trucker Jacket - Midnight Black,Fashion,Winterwear,H&M,1830.0,50,915.0,3.7,195,225,52.0,Vintage rugged button-down denim outerwear jacket. Designed with premium quality materials by H&M.,"jacket,denim,outerwear,winter,fashion,h&m,fashion,midnight black",Teens & Youth,Men,Midnight Black,M,2025-09-10,https://images.unsplash.com/photo-1500000000162?auto=format&fit=crop&w=600&q=80,Active
PROD_00163,Levis Casual Stretch Chino Trousers,Fashion,Men's Clothing,Levis,3530.0,20,2824.0,4.1,195,41,49.8,Versatile casual smart-fit flat-front chinos. Designed with premium quality materials by Levis.,"chinos,trousers,pants,men,casual,levis,fashion,silver",All Ages,Women,Silver,Max,2025-11-05,https://images.unsplash.com/photo-1500000000163?auto=format&fit=crop&w=600&q=80,Active
PROD_00164,Raymond Casual Stretch Chino Trousers - Navy Blue,Fashion,Men's Clothing,Raymond,1730.0,10,1557.0,4.2,153,136,52.8,Versatile casual smart-fit flat-front chinos. Designed with premium quality materials by Raymond.,"chinos,trousers,pants,men,casual,raymond,fashion,navy blue",Adults,Men,Navy Blue,M,2025-10-18,https://images.unsplash.com/photo-1500000000164?auto=format&fit=crop&w=600&q=80,Active
PROD_00165,Zara Denim Trucker Jacket - Space Gray,Fashion,Winterwear,Zara,1900.0,25,1425.0,3.6,32,77,42.2,Vintage rugged button-down denim outerwear jacket. Designed with premium quality materials by Zara.,"jacket,denim,outerwear,winter,fashion,zara,fashion,space gray",Teens & Youth,Women,Space Gray,Compact,2024-10-29,https://images.unsplash.com/photo-1500000000165?auto=format&fit=crop&w=600&q=80,Active
PROD_00166,Adidas Denim Trucker Jacket,Fashion,Winterwear,Adidas,2220.0,25,1665.0,4.6,339,98,60.0,Vintage rugged button-down denim outerwear jacket. Designed with premium quality materials by Adidas.,"jacket,denim,outerwear,winter,fashion,adidas,fashion,rose gold",Teens & Youth,Unisex,Rose Gold,Standard,2026-07-08,https://images.unsplash.com/photo-1500000000166?auto=format&fit=crop&w=600&q=80,Active
PROD_00167,Puma Cozy Fleece Pullover Hoodie - Rose Gold,Fashion,Winterwear,Puma,5470.0,20,4376.0,4.7,84,164,57.2,Warm brushed fleece hoodie with kangaroo pocket. Designed with premium quality materials by Puma.,"hoodie,winter,sweater,casual,warm,puma,fashion,rose gold",Teens & Youth,Unisex,Rose Gold,XL,2026-04-30,https://images.unsplash.com/photo-1500000000167?auto=format&fit=crop&w=600&q=80,Active
PROD_00168,H&M Floral Print Maxi Summer Dress - Olive Green,Fashion,Women's Clothing,H&M,5410.0,15,4598.5,4.3,52,107,50.1,Lightweight chiffon breezy bohemian dress for outings. Designed with premium quality materials by H&M.,"dress,women,floral,summer,fashion,h&m,fashion,olive green",Adults,Men,Olive Green,Free Size,2026-07-14,https://images.unsplash.com/photo-1500000000168?auto=format&fit=crop&w=600&q=80,Active
PROD_00169,Adidas Cushioned Running Shoes - Silver,Footwear,Running Shoes,Adidas,8270.0,40,4962.0,3.7,22,243,44.0,Breathable mesh lightweight running shoes with responsive foam. Designed with premium quality materials by Adidas.,"shoes,running,sports,fitness,cushion,adidas,footwear,silver",Adults,All,Silver,Pro,2026-03-16,https://images.unsplash.com/photo-1500000000169?auto=format&fit=crop&w=600&q=80,Active
PROD_00170,Clarks Comfort Walking Slip-On Shoes - Crimson Red,Footwear,Running Shoes,Clarks,7390.0,50,3695.0,3.9,175,213,46.2,Orthopedic memory foam slip-on shoes for daily walking. Designed with premium quality materials by Clarks.,"shoes,walking,comfort,slip-on,foam,clarks,footwear,crimson red",Adults,All,Crimson Red,Free Size,2025-09-24,https://images.unsplash.com/photo-1500000000170?auto=format&fit=crop&w=600&q=80,Active
PROD_00171,Reebok Cushioned Running Shoes - Classic Beige,Footwear,Running Shoes,Reebok,4190.0,50,2095.0,4.3,218,189,52.2,Breathable mesh lightweight running shoes with responsive foam. Designed with premium quality materials by Reebok.,"shoes,running,sports,fitness,cushion,reebok,footwear,classic beige",All Ages,All,Classic Beige,XL,2025-04-25,https://images.unsplash.com/photo-1500000000171?auto=format&fit=crop&w=600&q=80,Active
PROD_00172,Clarks Classic Low-Top Canvas Sneakers - Classic Beige,Footwear,Sneakers,Clarks,3910.0,50,1955.0,4.8,18,33,50.6,Timeless casual streetwear sneakers with rubber sole. Designed with premium quality materials by Clarks.,"sneakers,casual,streetwear,shoes,canvas,clarks,footwear,classic beige",18-35,All,Classic Beige,Compact,2025-06-04,https://images.unsplash.com/photo-1500000000172?auto=format&fit=crop&w=600&q=80,Active
PROD_00173,Reebok Genuine Leather Oxford Shoes - Pearl White,Footwear,Formal Shoes,Reebok,10300.0,35,6695.0,4.7,144,193,60.0,Handcrafted premium full-grain leather formal dress shoes. Designed with premium quality materials by Reebok.,"shoes,formal,leather,oxford,office,reebok,footwear,pearl white",18-35,All,Pearl White,Compact,2026-04-10,https://images.unsplash.com/photo-1500000000173?auto=format&fit=crop&w=600&q=80,Active
PROD_00174,Adidas Waterproof Outdoor Hiking Boots - Rose Gold,Footwear,Running Shoes,Adidas,4760.0,10,4284.0,4.1,61,141,46.9,High-traction grip rugged all-terrain hiking shoes. Designed with premium quality materials by Adidas.,"boots,hiking,outdoor,adventure,shoes,adidas,footwear,rose gold",Teens & Youth,All,Rose Gold,Free Size,2025-09-01,https://images.unsplash.com/photo-1500000000174?auto=format&fit=crop&w=600&q=80,Active
PROD_00175,Clarks Genuine Leather Oxford Shoes,Footwear,Formal Shoes,Clarks,4580.0,20,3664.0,4.6,201,185,56.1,Handcrafted premium full-grain leather formal dress shoes. Designed with premium quality materials by Clarks.,"shoes,formal,leather,oxford,office,clarks,footwear,charcoal",18-35,All,Charcoal,L,2025-04-16,https://images.unsplash.com/photo-1500000000175?auto=format&fit=crop&w=600&q=80,Active
PROD_00176,Reebok Genuine Leather Oxford Shoes,Footwear,Formal Shoes,Reebok,7880.0,40,4728.0,4.0,49,106,50.1,Handcrafted premium full-grain leather formal dress shoes. Designed with premium quality materials by Reebok.,"shoes,formal,leather,oxford,office,reebok,footwear,silver",25-50,All,Silver,Max,2026-04-02,https://images.unsplash.com/photo-1500000000176?auto=format&fit=crop&w=600&q=80,Active
PROD_00177,Nike Genuine Leather Oxford Shoes - Crimson Red,Footwear,Formal Shoes,Nike,8870.0,35,5765.5,3.8,226,216,52.4,Handcrafted premium full-grain leather formal dress shoes. Designed with premium quality materials by Nike.,"shoes,formal,leather,oxford,office,nike,footwear,crimson red",25-50,All,Crimson Red,S,2025-01-31,https://images.unsplash.com/photo-1500000000177?auto=format&fit=crop&w=600&q=80,Active
PROD_00178,Adidas Genuine Leather Oxford Shoes,Footwear,Formal Shoes,Adidas,11860.0,15,10081.0,4.4,103,18,49.1,Handcrafted premium full-grain leather formal dress shoes. Designed with premium quality materials by Adidas.,"shoes,formal,leather,oxford,office,adidas,footwear,space gray",18-35,All,Space Gray,L,2025-09-25,https://images.unsplash.com/photo-1500000000178?auto=format&fit=crop&w=600&q=80,Active
PROD_00179,Nike Comfort Walking Slip-On Shoes - Pearl White,Footwear,Running Shoes,Nike,2890.0,35,1878.5,4.2,511,56,70.0,Orthopedic memory foam slip-on shoes for daily walking. Designed with premium quality materials by Nike.,"shoes,walking,comfort,slip-on,foam,nike,footwear,pearl white",Adults,All,Pearl White,Standard,2025-11-08,https://images.unsplash.com/photo-1500000000179?auto=format&fit=crop&w=600&q=80,Active
PROD_00180,Puma Genuine Leather Oxford Shoes,Footwear,Formal Shoes,Puma,9860.0,0,9860.0,4.8,41,49,53.8,Handcrafted premium full-grain leather formal dress shoes. Designed with premium quality materials by Puma.,"shoes,formal,leather,oxford,office,puma,footwear,midnight black",Adults,All,Midnight Black,S,2026-03-02,https://images.unsplash.com/photo-1500000000180?auto=format&fit=crop&w=600&q=80,Active
PROD_00181,Skechers Cushioned Running Shoes - Olive Green,Footwear,Running Shoes,Skechers,12540.0,20,10032.0,4.7,90,7,53.6,Breathable mesh lightweight running shoes with responsive foam. Designed with premium quality materials by Skechers.,"shoes,running,sports,fitness,cushion,skechers,footwear,olive green",18-35,All,Olive Green,Pro,2024-12-20,https://images.unsplash.com/photo-1500000000181?auto=format&fit=crop&w=600&q=80,Active
PROD_00182,Puma Cushioned Running Shoes - Crimson Red,Footwear,Running Shoes,Puma,11670.0,10,10503.0,4.7,36,124,51.2,Breathable mesh lightweight running shoes with responsive foam. Designed with premium quality materials by Puma.,"shoes,running,sports,fitness,cushion,puma,footwear,crimson red",Adults,All,Crimson Red,Pro,2026-05-06,https://images.unsplash.com/photo-1500000000182?auto=format&fit=crop&w=600&q=80,Active
PROD_00183,Adidas Genuine Leather Oxford Shoes,Footwear,Formal Shoes,Adidas,5040.0,20,4032.0,4.3,480,198,64.1,Handcrafted premium full-grain leather formal dress shoes. Designed with premium quality materials by Adidas.,"shoes,formal,leather,oxford,office,adidas,footwear,charcoal",18-35,All,Charcoal,XL,2024-12-12,https://images.unsplash.com/photo-1500000000183?auto=format&fit=crop&w=600&q=80,Active
PROD_00184,Skechers Comfort Walking Slip-On Shoes,Footwear,Running Shoes,Skechers,9030.0,10,8127.0,4.9,392,127,67.9,Orthopedic memory foam slip-on shoes for daily walking. Designed with premium quality materials by Skechers.,"shoes,walking,comfort,slip-on,foam,skechers,footwear,olive green",25-50,All,Olive Green,Max,2025-12-18,https://images.unsplash.com/photo-1500000000184?auto=format&fit=crop&w=600&q=80,Active
PROD_00185,Puma Cushioned Running Shoes - Olive Green,Footwear,Running Shoes,Puma,12450.0,20,9960.0,4.3,68,151,45.8,Breathable mesh lightweight running shoes with responsive foam. Designed with premium quality materials by Puma.,"shoes,running,sports,fitness,cushion,puma,footwear,olive green",Teens & Youth,All,Olive Green,L,2024-10-29,https://images.unsplash.com/photo-1500000000185?auto=format&fit=crop&w=600&q=80,Active
PROD_00186,Bata Genuine Leather Oxford Shoes - Navy Blue,Footwear,Formal Shoes,Bata,2920.0,40,1752.0,4.8,209,232,63.4,Handcrafted premium full-grain leather formal dress shoes. Designed with premium quality materials by Bata.,"shoes,formal,leather,oxford,office,bata,footwear,navy blue",All Ages,All,Navy Blue,Standard,2025-10-15,https://images.unsplash.com/photo-1500000000186?auto=format&fit=crop&w=600&q=80,Active
PROD_00187,Bata Cushioned Running Shoes,Footwear,Running Shoes,Bata,12490.0,35,8118.5,3.7,320,196,59.7,Breathable mesh lightweight running shoes with responsive foam. Designed with premium quality materials by Bata.,"shoes,running,sports,fitness,cushion,bata,footwear,crimson red",Adults,All,Crimson Red,Free Size,2025-08-12,https://images.unsplash.com/photo-1500000000187?auto=format&fit=crop&w=600&q=80,Active
PROD_00188,Bata Comfort Walking Slip-On Shoes - Rose Gold,Footwear,Running Shoes,Bata,10910.0,15,9273.5,4.5,160,157,60.1,Orthopedic memory foam slip-on shoes for daily walking. Designed with premium quality materials by Bata.,"shoes,walking,comfort,slip-on,foam,bata,footwear,rose gold",Adults,All,Rose Gold,Pro,2026-06-07,https://images.unsplash.com/photo-1500000000188?auto=format&fit=crop&w=600&q=80,Active
PROD_00189,Reebok Waterproof Outdoor Hiking Boots - Rose Gold,Footwear,Running Shoes,Reebok,2350.0,40,1410.0,4.8,150,56,59.7,High-traction grip rugged all-terrain hiking shoes. Designed with premium quality materials by Reebok.,"boots,hiking,outdoor,adventure,shoes,reebok,footwear,rose gold",All Ages,All,Rose Gold,Free Size,2026-03-29,https://images.unsplash.com/photo-1500000000189?auto=format&fit=crop&w=600&q=80,Active
PROD_00190,Puma Classic Low-Top Canvas Sneakers - Rose Gold,Footwear,Sneakers,Puma,9600.0,35,6240.0,3.6,64,135,43.0,Timeless casual streetwear sneakers with rubber sole. Designed with premium quality materials by Puma.,"sneakers,casual,streetwear,shoes,canvas,puma,footwear,rose gold",All Ages,All,Rose Gold,Pro,2026-07-04,https://images.unsplash.com/photo-1500000000190?auto=format&fit=crop&w=600&q=80,Active
PROD_00191,Adidas Comfort Walking Slip-On Shoes - Rose Gold,Footwear,Running Shoes,Adidas,7700.0,20,6160.0,4.5,32,106,48.8,Orthopedic memory foam slip-on shoes for daily walking. Designed with premium quality materials by Adidas.,"shoes,walking,comfort,slip-on,foam,adidas,footwear,rose gold",Teens & Youth,All,Rose Gold,Compact,2026-08-26,https://images.unsplash.com/photo-1500000000191?auto=format&fit=crop&w=600&q=80,Active
PROD_00192,Clarks Classic Low-Top Canvas Sneakers,Footwear,Sneakers,Clarks,1760.0,0,1760.0,4.8,424,22,74.8,Timeless casual streetwear sneakers with rubber sole. Designed with premium quality materials by Clarks.,"sneakers,casual,streetwear,shoes,canvas,clarks,footwear,space gray",Teens & Youth,All,Space Gray,Standard,2025-05-03,https://images.unsplash.com/photo-1500000000192?auto=format&fit=crop&w=600&q=80,Active
PROD_00193,Puma Cushioned Running Shoes - Olive Green,Footwear,Running Shoes,Puma,12740.0,30,8918.0,4.0,430,233,61.0,Breathable mesh lightweight running shoes with responsive foam. Designed with premium quality materials by Puma.,"shoes,running,sports,fitness,cushion,puma,footwear,olive green",18-35,All,Olive Green,M,2025-08-08,https://images.unsplash.com/photo-1500000000193?auto=format&fit=crop&w=600&q=80,Active
PROD_00194,Nike Comfort Walking Slip-On Shoes,Footwear,Running Shoes,Nike,12910.0,30,9037.0,4.2,195,191,59.6,Orthopedic memory foam slip-on shoes for daily walking. Designed with premium quality materials by Nike.,"shoes,walking,comfort,slip-on,foam,nike,footwear,rose gold",25-50,All,Rose Gold,M,2026-08-26,https://images.unsplash.com/photo-1500000000194?auto=format&fit=crop&w=600&q=80,Active
